,Time,Cmin,Cmax,Mean
76,7.7,0.00367617,7.09753,3.550603085
77,7.8,0.00398577,6.96358,3.483782885
78,7.9,0.00430923,6.8319,3.418104615
79,8.0,0.00463798,6.70867,3.35665399
80,8.1,0.00502721,6.59078,3.2979036049999997
81,8.2,0.00548461,6.47424,3.239862305
82,8.3,0.00601856,6.35668,3.18134928
83,8.4,0.0066382,6.2393,3.1229691
84,8.5,0.00735341,6.12767,3.0675117050000003
85,8.6,0.00815421,6.02374,3.015947105
86,8.7,0.00878732,5.92765,2.96821866
87,8.8,0.00933764,5.82635,2.91784382
88,8.9,0.00998211,5.7189,2.864441055
89,9.0,0.0107308,5.60622,2.8084754000000003
90,9.1,0.0115943,5.48917,2.7503821499999996
91,9.2,0.0125459,5.36857,2.69055795
92,9.3,0.0135923,5.24521,2.62940115
93,9.4,0.0147837,5.12313,2.5689568499999997
94,9.5,0.0161334,5.00012,2.5081267
95,9.6,0.0176555,4.87885,2.44825275
96,9.7,0.019365,4.75681,2.3880874999999997
97,9.8,0.0212775,4.63451,2.32789375
98,9.9,0.0234094,4.51242,2.2679147
99,10.0,0.0257782,4.391,2.2083891
100,10.1,0.0284017,4.27061,2.1495058499999997
101,10.2,0.0312487,4.1516,2.09142435
102,10.3,0.0341945,4.03428,2.03423725
103,10.4,0.0374385,3.91891,1.97817425
104,10.5,0.0401603,3.80572,1.92294015
105,10.6,0.0430033,3.69492,1.8689616500000001
106,10.7,0.0461611,3.58668,1.81642055
107,10.8,0.0490138,3.48113,1.7650719
108,10.9,0.0520869,3.37839,1.71523845
109,11.0,0.0555034,3.27868,1.6670917
110,11.1,0.059281,3.25704,1.6581605
111,11.2,0.0634376,3.24544,1.6544387999999999
112,11.3,0.0679916,3.23227,1.6501308000000001
113,11.4,0.0729615,3.21842,1.64569075
114,11.5,0.078046,3.20417,1.641108
115,11.6,0.0825223,3.1886,1.63556115
116,11.7,0.0874396,3.17055,1.6289948
117,11.8,0.0928144,3.154,1.6234072
118,11.9,0.098663,3.13917,1.6189165
119,12.0,0.105002,3.1205,1.6127509999999998
120,12.1,0.111847,3.10053,1.6061885
121,12.2,0.119214,3.07812,1.598667
122,12.3,0.127118,3.06111,1.594114
123,12.4,0.135575,3.04139,1.5884825
124,12.5,0.144599,3.02002,1.5823095
125,12.6,0.153953,2.99544,1.5746965
126,12.7,0.160288,2.98025,1.570269
127,12.8,0.166435,2.96167,1.5640524999999998
128,12.9,0.17166,2.9398,1.55573
129,13.0,0.177479,2.9148,1.5461395
130,13.1,0.183898,2.89466,1.539279
131,13.2,0.190925,2.8763,1.5336125
132,13.3,0.198566,2.85498,1.526773
133,13.4,0.206826,2.83085,1.518838
134,13.5,0.21571,2.80698,1.511345
135,13.6,0.225223,2.79008,1.5076515000000001
136,13.7,0.234461,2.77747,1.5059655
137,13.8,0.241422,2.76213,1.501776
138,13.9,0.249042,2.74433,1.4966860000000002
139,14.0,0.257323,2.73222,1.4947715
140,14.1,0.266264,2.71784,1.492052
141,14.2,0.275864,2.70534,1.490602
142,14.3,0.286121,2.69118,1.4886505
143,14.4,0.297031,2.67667,1.4868505
144,14.5,0.308591,2.66551,1.4870504999999998
145,14.6,0.319395,2.65222,1.4858075
146,14.7,0.330236,2.63927,1.484753
147,14.8,0.341731,2.62654,1.4841354999999998
148,14.9,0.353874,2.61433,1.484102
149,15.0,0.366566,2.60261,1.484588
150,15.1,0.378339,2.58868,1.4835095
151,15.2,0.390757,2.57878,1.4847685
152,15.3,0.403809,2.56802,1.4859145
153,15.4,0.413236,2.55679,1.485013
154,15.5,0.418052,2.54346,1.480756
155,15.6,0.422727,2.52898,1.4758535
156,15.7,0.428251,2.51964,1.4739455
157,15.8,0.434604,2.50835,1.4714770000000001
158,15.9,0.441177,2.49647,1.4688235
159,16.0,0.448312,2.48636,1.467336
160,16.1,0.456235,2.4743,1.4652675
161,16.2,0.464924,2.4632,1.464062
162,16.3,0.474355,2.45343,1.4638925
163,16.4,0.484507,2.44373,1.4641185
164,16.5,0.495015,2.43222,1.4636175
165,16.6,0.502744,2.42156,1.462152
166,16.7,0.511219,2.40938,1.4602995
167,16.8,0.518463,2.40008,1.4592715
168,16.9,0.525851,2.3906,1.4582255
169,17.0,0.533975,2.38058,1.4572775
170,17.1,0.542809,2.37328,1.4580445
171,17.2,0.550519,2.36634,1.4584295
172,17.3,0.558376,2.35923,1.458803
173,17.4,0.566925,2.35058,1.4587525
174,17.5,0.576138,2.34043,1.458284
175,17.6,0.585987,2.33143,1.4587085000000002
176,17.7,0.596443,2.32394,1.4601914999999999
177,17.8,0.606215,2.31728,1.4617475
178,17.9,0.616513,2.31029,1.4634015
179,18.0,0.627368,2.30252,1.464944
180,18.1,0.63875,2.29597,1.46736
181,18.2,0.650629,2.28801,1.4693195
182,18.3,0.662976,2.27952,1.4712480000000001
183,18.4,0.675761,2.2715,1.4736305
184,18.5,0.688954,2.26214,1.475547
185,18.6,0.702524,2.25149,1.477007
186,18.7,0.712149,2.2396,1.4758745
187,18.8,0.717623,2.22776,1.4726915
188,18.9,0.722024,2.21902,1.4705219999999999
189,19.0,0.725938,2.21134,1.468639
190,19.1,0.729369,2.20478,1.4670745
191,19.2,0.732465,2.19767,1.4650675
192,19.3,0.736247,2.18937,1.4628085
193,19.4,0.740684,2.18038,1.460532
194,19.5,0.743632,2.17229,1.4579609999999998
195,19.6,0.747208,2.16307,1.455139
196,19.7,0.751445,2.15291,1.4521775
197,19.8,0.755587,2.1437,1.4496435
198,19.9,0.758941,2.13343,1.4461855000000001
199,20.0,0.762314,2.12335,1.442832
200,20.1,0.765712,2.11299,1.4393509999999998
201,20.2,0.769467,2.10317,1.4363185
202,20.3,0.772491,2.09254,1.4325155
203,20.4,0.775663,2.08099,1.4283264999999998
204,20.5,0.778934,2.06855,1.423742
205,20.6,0.782796,2.05526,1.419028
206,20.7,0.78666,2.04116,1.41391
207,20.8,0.789659,2.0263,1.4079795
208,20.9,0.792968,2.01371,1.4033390000000001
209,21.0,0.796859,2.00463,1.4007445
210,21.1,0.801154,1.99474,1.397947
211,21.2,0.804398,1.98408,1.394239
212,21.3,0.807681,1.97268,1.3901805
213,21.4,0.811534,1.96058,1.386057
214,21.5,0.815804,1.94817,1.381987
215,21.6,0.819724,1.93561,1.377667
216,21.7,0.822922,1.92243,1.372676
217,21.8,0.826679,1.90868,1.3676795
218,21.9,0.83088,1.89438,1.36263
219,22.0,0.835277,1.87957,1.3574235
220,22.1,0.838611,1.8643,1.3514555000000001
221,22.2,0.842227,1.84859,1.3454085
222,22.3,0.846363,1.83248,1.3394215
223,22.4,0.850596,1.81601,1.333303
224,22.5,0.854661,1.79921,1.3269355
225,22.6,0.8581,1.78212,1.32011
226,22.7,0.862043,1.76477,1.3134065
227,22.8,0.866215,1.74732,1.3067674999999999
228,22.9,0.870702,1.73411,1.302406
229,23.0,0.874315,1.72175,1.2980325
230,23.1,0.878038,1.7091,1.293569
231,23.2,0.882131,1.69617,1.2891504999999999
232,23.3,0.886358,1.683,1.2846790000000001
233,23.4,0.890105,1.66961,1.2798575
234,23.5,0.893684,1.65717,1.275427
235,23.6,0.897547,1.64517,1.2713585
236,23.7,0.901813,1.63296,1.2673865
237,23.8,0.90594,1.62058,1.2632599999999998
238,23.9,0.909346,1.60804,1.258693
239,24.0,0.912872,1.59538,1.254126
240,24.1,0.916625,1.58261,1.2496175
241,24.2,0.920755,1.56976,1.2452575000000001
242,24.3,0.925239,1.55685,1.2410445
243,24.4,0.928845,1.54698,1.2379125
244,24.5,0.932286,1.53768,1.234983
245,24.6,0.935848,1.52823,1.2320389999999999
246,24.7,0.93976,1.51866,1.22921
247,24.8,0.944,1.50897,1.2264849999999998
248,24.9,0.948546,1.4992,1.223873
249,25.0,0.952033,1.48935,1.2206915
250,25.1,0.955392,1.47944,1.217416
251,25.2,0.958973,1.4695,1.2142365
252,25.3,0.962859,1.45974,1.2112995
253,25.4,0.967029,1.45106,1.2090445
254,25.5,0.971461,1.44233,1.2068955
255,25.6,0.975217,1.43358,1.2043985
256,25.7,0.978515,1.4248,1.2016575
257,25.8,0.981908,1.41602,1.1989640000000001
258,25.9,0.985566,1.40725,1.196408
259,26.0,0.989468,1.3985,1.193984
260,26.1,0.993595,1.38978,1.1916875
261,26.2,0.997873,1.38162,1.1897465
262,26.3,1.00099,1.37527,1.1881300000000001
263,26.4,1.00411,1.36887,1.18649
264,26.5,1.00731,1.36242,1.1848649999999998
265,26.6,1.00991,1.35595,1.18293
266,26.7,1.01149,1.34945,1.1804700000000001
267,26.8,1.01331,1.34296,1.178135
268,26.9,1.01519,1.33647,1.17583
269,27.0,1.01692,1.32999,1.1734550000000001
270,27.1,1.01889,1.32355,1.17122
271,27.2,1.02106,1.31714,1.1691
272,27.3,1.02342,1.31078,1.1671
273,27.4,1.02594,1.30447,1.165205
274,27.5,1.02837,1.29823,1.1633
275,27.6,1.03094,1.29206,1.1615
276,27.7,1.03248,1.28597,1.1592250000000002
277,27.8,1.03413,1.27998,1.157055
278,27.9,1.03548,1.27407,1.1547749999999999
279,28.0,1.03704,1.26827,1.152655
280,28.1,1.03878,1.26718,1.15298
281,28.2,1.04066,1.26696,1.15381
282,28.3,1.04227,1.26672,1.154495
283,28.4,1.04405,1.26649,1.1552699999999998
284,28.5,1.04599,1.26624,1.156115
285,28.6,1.04789,1.26598,1.156935
286,28.7,1.04973,1.26565,1.15769
287,28.8,1.05172,1.26532,1.15852
288,28.9,1.05363,1.26495,1.15929
289,29.0,1.05553,1.26468,1.1601050000000002
290,29.1,1.05745,1.26439,1.16092
291,29.2,1.05929,1.26404,1.1616650000000002
292,29.3,1.06126,1.26368,1.16247
293,29.4,1.06334,1.26326,1.1633
294,29.5,1.06552,1.26283,1.164175
295,29.6,1.06778,1.26236,1.16507
296,29.7,1.07012,1.26187,1.1659950000000001
297,29.8,1.07253,1.26134,1.166935
298,29.9,1.07499,1.26079,1.1678899999999999
299,30.0,1.07749,1.2602,1.1688450000000001
300,30.1,1.07914,1.2596,1.16937
301,30.2,1.07988,1.25895,1.1694149999999999
302,30.3,1.08067,1.25832,1.169495
303,30.4,1.08149,1.25764,1.169565
304,30.5,1.08238,1.25697,1.1696749999999998
305,30.6,1.08329,1.25629,1.1697899999999999
306,30.7,1.08423,1.25579,1.17001
307,30.8,1.08523,1.25555,1.1703899999999998
308,30.9,1.08631,1.25543,1.17087
309,31.0,1.08745,1.25529,1.17137
310,31.1,1.08866,1.25516,1.17191
311,31.2,1.08994,1.25503,1.172485
312,31.3,1.09128,1.25489,1.173085
313,31.4,1.09268,1.25471,1.173695
314,31.5,1.09414,1.2545,1.1743199999999998
315,31.6,1.09567,1.25425,1.17496
316,31.7,1.09724,1.25408,1.1756600000000001
317,31.8,1.09887,1.25391,1.17639
318,31.9,1.10056,1.2537,1.17713
319,32.0,1.10229,1.25346,1.177875
320,32.1,1.10407,1.25319,1.17863
321,32.2,1.10585,1.25293,1.1793900000000002
322,32.3,1.10761,1.2527,1.180155
323,32.4,1.10941,1.25245,1.18093
324,32.5,1.11056,1.25218,1.18137
325,32.6,1.11132,1.25188,1.1816
326,32.7,1.11192,1.25156,1.18174
327,32.8,1.1124,1.25123,1.181815
328,32.9,1.11291,1.25087,1.18189
329,33.0,1.11344,1.2505,1.18197
330,33.1,1.114,1.25014,1.18207
331,33.2,1.11458,1.24976,1.18217
332,33.3,1.1152,1.24936,1.18228
333,33.4,1.11583,1.24896,1.182395
334,33.5,1.11654,1.24859,1.182565
335,33.6,1.11732,1.24821,1.182765
336,33.7,1.11817,1.24782,1.182995
337,33.8,1.11908,1.24742,1.1832500000000001
338,33.9,1.12006,1.247,1.1835300000000002
339,34.0,1.12111,1.24682,1.1839650000000002
340,34.1,1.1221,1.24672,1.1844100000000002
341,34.2,1.12293,1.24662,1.1847750000000001
342,34.3,1.12382,1.24651,1.185165
343,34.4,1.12478,1.24639,1.185585
344,34.5,1.12579,1.24624,1.186015
345,34.6,1.12685,1.24608,1.186465
346,34.7,1.12797,1.2459,1.186935
347,34.8,1.12915,1.24573,1.18744
348,34.9,1.13037,1.24557,1.18797
349,35.0,1.1309,1.24539,1.188145
350,35.1,1.13147,1.24519,1.18833
351,35.2,1.13194,1.24498,1.18846
352,35.3,1.13237,1.24475,1.18856
353,35.4,1.13281,1.24451,1.18866
354,35.5,1.1333,1.24426,1.18878
355,35.6,1.13376,1.24399,1.188875
356,35.7,1.13422,1.2437,1.18896
357,35.8,1.13463,1.24341,1.18902
358,35.9,1.13506,1.24311,1.189085
359,36.0,1.13553,1.24279,1.18916
360,36.1,1.13589,1.24247,1.18918
361,36.2,1.13627,1.24214,1.1892049999999998
362,36.3,1.13664,1.24181,1.189225
363,36.4,1.13705,1.24147,1.18926
364,36.5,1.13751,1.24123,1.18937
365,36.6,1.13801,1.24114,1.189575
366,36.7,1.13843,1.24105,1.18974
367,36.8,1.13875,1.24096,1.189855
368,36.9,1.13912,1.24086,1.1899899999999999
369,37.0,1.13944,1.24074,1.19009
370,37.1,1.1398,1.24063,1.1902149999999998
371,37.2,1.1402,1.24056,1.1903800000000002
372,37.3,1.14061,1.24049,1.19055
373,37.4,1.14102,1.24041,1.190715
374,37.5,1.14146,1.24035,1.1909049999999999
375,37.6,1.14195,1.24027,1.1911100000000001
376,37.7,1.14248,1.24018,1.19133
377,37.8,1.14305,1.24008,1.191565
378,37.9,1.14366,1.23998,1.1918199999999999
379,38.0,1.14403,1.23986,1.191945
380,38.1,1.14439,1.23974,1.192065
381,38.2,1.14478,1.23965,1.192215
382,38.3,1.1452,1.23955,1.192375
383,38.4,1.14559,1.23943,1.19251
384,38.5,1.14602,1.23932,1.1926700000000001
385,38.6,1.14648,1.23919,1.192835
386,38.7,1.14694,1.23905,1.192995
387,38.8,1.1474,1.2389,1.19315
388,38.9,1.14789,1.23875,1.19332
389,39.0,1.14837,1.23858,1.1934749999999998
390,39.1,1.14884,1.2384,1.1936200000000001
391,39.2,1.14933,1.23822,1.193775
392,39.3,1.14985,1.23803,1.19394
393,39.4,1.1504,1.23783,1.194115
394,39.5,1.15098,1.23762,1.1943
395,39.6,1.15158,1.2374,1.19449
396,39.7,1.15222,1.23719,1.194705
397,39.8,1.15288,1.23696,1.19492
398,39.9,1.15357,1.23674,1.195155
399,40.0,1.15409,1.23651,1.1953
400,40.1,1.15461,1.23628,1.1954449999999999
401,40.2,1.15516,1.23604,1.1956
402,40.3,1.15573,1.23578,1.1957550000000001
403,40.4,1.15632,1.23553,1.195925
404,40.5,1.15692,1.23529,1.196105
405,40.6,1.15753,1.23505,1.1962899999999999
406,40.7,1.15816,1.23482,1.19649
407,40.8,1.15881,1.23458,1.196695
408,40.9,1.15948,1.23434,1.19691
409,41.0,1.16017,1.23408,1.197125
410,41.1,1.16088,1.23389,1.197385
411,41.2,1.16161,1.23381,1.19771
412,41.3,1.16235,1.23371,1.1980300000000002
413,41.4,1.1631,1.23362,1.19836
414,41.5,1.16387,1.23352,1.1986949999999998
415,41.6,1.16466,1.23341,1.1990349999999999
416,41.7,1.16545,1.2333,1.199375
417,41.8,1.16626,1.23318,1.1997200000000001
418,41.9,1.16707,1.23308,1.200075
419,42.0,1.1679,1.23298,1.20044
420,42.1,1.16873,1.23287,1.2008
421,42.2,1.16958,1.23275,1.201165
422,42.3,1.17041,1.23264,1.201525
423,42.4,1.17109,1.23251,1.2018
424,42.5,1.17177,1.23238,1.202075
425,42.6,1.17247,1.23225,1.20236
426,42.7,1.17317,1.23211,1.2026400000000002
427,42.8,1.17382,1.23197,1.202895
