Cas1;Standardized 11;Standardized 21;Cas2;Standardized 12;Standardized 22;Cas3;Standardized 13;Standardized 23;Cas4;Standardized 14;Standardized 24;Cas5;Standardized 15;Standardized 25;Cas6;Standardized 16;Standardized 26
24,37;2,030140656;1,114189189;24,29;1,111750205;1,289276808;24,35;1,552301255;1,128169014;24,38;1,149894441;1,165600569;24,88;1,201929704;1,254697286;24,35;0,862745098;1,074243813
24,88;1,92364367;1,142567568;24,8;1,116680362;1,260182876;24,86;1,339609484;1,097183099;24,89;1,205489092;1,144278607;25,39;1,206753963;1,31802366;24,85;0,840463458;1,088909258
25,39;1,892833222;1,134459459;25,31;1,11914544;1,270157938;25,37;1,313807531;1,092957746;25,4;1,209007741;1,159914712;25,9;1,206064783;1,318719555;25,36;0,8057041;1,090742438
25,9;1,876088413;1,074324324;25,81;1,11914544;1,286783042;25,88;1,317294282;1,114788732;25,9;1,18156228;1,158493248;26,41;1,228118539;1,317327766;25,87;0,834224599;1,081576535
26,4;1,873409243;1,060135135;26,32;1,115036976;1,147963425;26,39;1,311715481;1,115492958;26,41;1,164672766;1,120113717;26,91;1,243280496;1,348643006;26,37;0,88057041;1,06507791
26,91;1,901540522;1,058783784;26,83;1,105176664;1,124688279;26,9;1,279637378;1,121126761;26,92;1,156931738;1,120113717;27,42;1,243969676;1,39039666;26,89;0,916221034;1,033913841
27,42;1,94038848;1,058783784;27,33;1,096138044;1,123857024;27,4;1,262900976;1,123239437;27,42;1,140042224;1,116560057;27,93;1,241902136;1,36743215;27,39;0,959001783;0,932172319
27,93;2,015405224;1,061486486;27,84;1,096138044;1,115544472;27,91;1,251046025;1,116901408;27,93;1,131597467;1,108742004;28,44;1,239145417;1,295059151;27,9;0,98573975;0,912923923
28,43;2,094440723;1,058783784;28,35;1,096138044;1,095594347;28,42;1,241980474;1,142957746;28,44;1,128078818;1,125799574;28,95;1,234321158;1,26026444;28,4;1,005347594;0,926672777
28,94;2,0877428;1,056756757;28,86;1,072308956;1,088113051;28,92;1,237099024;1,145774648;28,94;1,12033779;1,125088842;29,46;1,234321158;1,259568546;28,91;1,015151515;0,912923923
29,45;2,056262559;1,056081081;29,36;1,05505341;1,080631754;29,43;1,242677824;1,112676056;29,45;1,12174525;1,130774698;29,97;1,230875258;1,238691719;29,42;0,980392157;0,951420715
29,95;1,992632284;1,051351351;29,87;1,058340181;1,075644223;29,94;1,255230126;1,096478873;29,95;1,12244898;1,126510306;30,47;1,22467264;1,226165623;29,92;0,986631016;0,977085243
30,46;1,866041527;1,048648649;30,38;1,070665571;1,090606816;30,45;1,264295676;1,122535211;30,46;1,123152709;1,115849325;30,98;1,210199862;1,211551844;30,43;0,982174688;1,003666361
30,97;1,896182184;1,041216216;30,88;1,058340181;1,083956775;30,96;1,225244073;1,121830986;30,97;1,123856439;1,102345416;31,49;1,200551344;1,21085595;30,94;0,987522282;1,027497709
31,47;1,721366376;1,035810811;31,39;1,060805259;1,08312552;31,46;1,19525802;1,124647887;31,48;1,127375088;1,056858564;32;1,193659545;1,201809325;31,44;1,015151515;1,034830431
31,98;1,528466175;1,034459459;31,9;1,061626952;1,078137988;31,97;1,163877266;1,128873239;31,98;1,133004926;0,961620469;32,5;1,181254307;1,185107864;31,95;1,006238859;1,039413382
32,49;1,411252512;1,033783784;32,4;1,059983566;1,068162926;32,48;1,129707113;1,126056338;32,49;1,134412386;0,990760483;33,01;1,080634045;1,183716075;32,46;0,992869875;1,035747021
32,99;1,38513061;1,025675676;32,91;1,051766639;1,06400665;32,99;1,118549512;1,10915493;33;1,128078818;0,993603412;33,52;1,119917298;1,175365344;32,96;0,983957219;1,035747021
33,5;1,35699933;1,011486486;33,42;1,054231717;1,06234414;33,49;1,111576011;1,093661972;33,5;1,124560169;1,009239517;34,02;1,131633356;1,180236604;33,47;0,971479501;1,03208066
34;1,330207636;1,012162162;33,93;1,054231717;1,060681629;34;1,10460251;1,083802817;34,01;1,116115412;1,044776119;34,53;1,133011716;1,191370912;33,98;0,959001783;1,021998167
34,51;1,271265908;1,009459459;34,44;1,053410025;1,054031588;34,51;1,123430962;1,078169014;34,51;1,09078114;1,07249467;35,04;1,126809097;1,164926931;34,49;0,959001783;1,016498625
35,01;1,242464836;1,007432432;34,95;1,045193098;1,054862843;35,01;1,132496513;1,073239437;35,02;1,064039409;1,036958067;35,54;1,124741558;1,137787056;35;0,960784314;1,037580202
35,52;1,212993972;1,010135135;35,45;1,041906327;1,068162926;35,52;1,120641562;1,073943662;35,53;1,064039409;1,049751244;36,05;1,121295658;1,141266527;35,5;0,963458111;1,041246563
36,03;1,190890824;1,013513514;35,96;1,040262942;1,077306733;36,03;1,107391911;1,066901408;36,03;1,064743139;1,047619048;36,56;1,11371468;1,124565066;36,01;0,964349376;1,039413382
36,54;1,154052244;1,012162162;36,47;1,037797864;1,048212801;36,54;1,083682008;1,057042254;36,54;1,06192822;1,041933191;37,07;1,106822881;1,123173278;36,52;0,965240642;1,038496792
37,04;1,130609511;1,016891892;36,97;1,020542317;1,038237739;37,04;1,067642957;1,057042254;37,05;1,051372273;1,042643923;37,58;1,11164714;1,123173278;37,03;0,965240642;1,035747021
37,55;1,107836571;1,017567568;37,48;1,019720624;1,034081463;37,55;1,060669456;1,053521127;37,55;1,049964814;1,045486851;38,08;1,106822881;1,118997912;37,54;0,967023173;1,023831347
38,05;1,085733423;1,018918919;37,99;1,009860312;1,034081463;38,05;1,055090656;0,995070423;38,06;1,050668543;1,046197584;38,59;1,090282564;1,099512874;38,05;0,972370766;1,029330889
38,56;1,05961152;1,013513514;38,49;0,995891537;1,036575229;38,56;1,048117155;1,020422535;38,57;1,051372273;1,044776119;39,09;1,05582357;1,070981211;38,55;0,976827094;1,033913841
39,07;1,05090422;1,008108108;39;1,001643385;1,034912718;39,07;1,039051604;1,020422535;39,07;1,049964814;1,043354655;39,6;1,047553411;1,03131524;39,06;0,978609626;1,03116407
39,58;1,044206296;1,001351351;39,51;1,004930156;1,016625104;39,58;1,013249651;1,021830986;39,58;1,046446165;1,036958067;40,1;1,044796692;1,048712596;39,57;0,981283422;1,028414299
40,08;1,038847957;0,998648649;40,02;1,008216927;0,999168745;40,08;1,009065551;1,025352113;40,09;1,040112597;1,032693674;40,61;1,051688491;1,054975644;40,07;0,98573975;1,029330889
40,58;1,036168788;1,012162162;40,52;1,013147083;1,013300083;40,59;1,019525802;1,026056338;40,6;1,028149191;1,033404407;41,12;1,05720193;1,056367432;40,58;0,991087344;1,025664528
41,09;1,036168788;1,014189189;41,03;1,010682005;1,014962594;41,09;1,023709902;1,026056338;41,1;1,016185785;1,034825871;41,63;1,05444521;1,053583855;41,09;0,994652406;1,021081577
41,6;1,03683858;1,017567568;41,54;1,01232539;1,014962594;41,6;1,028591353;1,026760563;41,61;1,021815623;1,041222459;42,14;1,05375603;1,052192067;41,59;1,000891266;1,021998167
42,11;1,03683858;1,010135135;42,04;1,013147083;1,014962594;42,11;1,026499303;1,026760563;42,11;1,023926812;1,04832978;42,65;1,05306685;1,063326374;42,1;1,001782531;1,022914757
42,62;1,034829203;1,007432432;42,55;1,013147083;1,015793849;42,62;1,021617852;1,025352113;42,62;1,023926812;1,045486851;43,15;1,048931771;1,053583855;42,61;1,001782531;1,023831347
43,13;1,036168788;1,007432432;43,06;1,01232539;1,019950125;43,13;1,031380753;1,023239437;43,13;1,022519353;1,045486851;43,66;1,048931771;1,045233125;43,11;1,001782531;1,022914757
43,63;1,038178165;1,010135135;43,56;1,01232539;1,019118869;43,63;1,034867503;1,026760563;43,64;1,022519353;1,039800995;44,17;1,050310131;1,038274182;43,62;1,000891266;1,023831347
44,14;1,038178165;1,015540541;44,07;1,01232539;1,014962594;44,13;1,016039052;1,032394366;44,14;1,022519353;1,035536603;44,68;1,049620951;1,0361865;44,13;1,001782531;1,024747938
44,65;1,034829203;1,010135135;44,57;1,01232539;1,018287614;44,64;0,944211994;1,028873239;44,65;1,024630542;1,026297086;45,18;1,048242591;1,034794711;44,64;1,003565062;1,024747938
45,15;1,031480241;1,010135135;45,08;1,00903862;1,02078138;45,14;0,943514644;1,023943662;45,16;1,027445461;1,03127221;45,69;1,048242591;1,029227557;45,15;1,004456328;1,026581118
45,66;1,028801072;1,008108108;45,59;1,007395234;1,02244389;45,64;0,991631799;1,021830986;45,67;1,026741731;1,034825871;46,19;1,046864232;1,034098817;45,65;1,005347594;1,03208066
46,17;1,026791695;1,011486486;46,09;1,006573541;1,023275145;46,16;1,009762901;1,023239437;46,17;1,026038001;1,034115139;46,7;1,044107512;1,033402923;46,16;1,005347594;1,030247479
46,67;1,027461487;1,013513514;46,6;1,007395234;1,02078138;46,66;1,009065551;1,021126761;46,68;1,024630542;1,040511727;47,21;1,037215713;1,029227557;46,67;1,004456328;1,028414299
47,18;1,024112525;1,010810811;47,11;1,007395234;1,02078138;47,17;1,007670851;1,015492958;47,19;1,023926812;1,051172708;47,71;1,035148174;1,029923452;47,18;1,004456328;1,017415215
47,69;1,020093771;1,011486486;47,62;1,007395234;1,019950125;47,68;1,010460251;1,014788732;47,7;1,022519353;1,039800995;48,22;1,033769814;1,033402923;47,7;1,006238859;1,021998167
48,2;1,021433356;1,010810811;48,13;1,007395234;1,02078138;48,18;1,011157601;1,017605634;48,21;1,021815623;1,031982942;48,73;1,033769814;1,029227557;48,2;1,005347594;1,020164986
48,7;1,01406564;1,007432432;48,63;1,007395234;1,017456359;48,69;1,011157601;1,011267606;48,72;1,019704433;1,02061123;49,24;1,031702274;1,026443981;48,71;1,001782531;1,020164986
49,21;1,010716678;1,007432432;49,14;1,007395234;1,015793849;49,2;1,011157601;1,00915493;49,23;1,014778325;1,022743426;49,75;1,029634735;1,022964509;49,22;0,993761141;1,019248396
49,72;1,008037508;1,008108108;49,65;1,006573541;1,014131338;49,7;1,011854951;1,011267606;49,74;1,010555947;1,004975124;50,25;1,025499655;1,025052192;49,73;1,001782531;1,018331806
50,23;1,004018754;1,006081081;50,16;1,004930156;1,014131338;50,21;1,011157601;1,01056338;50,25;1,008444757;1,00355366;50,76;1,020675396;1,024356298;50,23;1,006238859;1,017415215
50,73;1,000669792;1,006081081;50,66;1,003286771;1,015793849;50,72;1,010460251;1,01056338;50,75;1,009148487;1,014925373;51,27;1,019297037;1,024356298;50,74;1,00802139;1,016498625
51,24;1,001339585;1,005405405;51,17;1,004930156;1,016625104;51,23;1,011854951;1,01056338;51,26;1,013370866;1,014214641;51,77;1,017229497;1,027139875;51,25;1,008912656;1,013748854
51,75;1,003348962;1,006081081;51,68;1,005751849;1,014962594;51,73;1,025104603;1,01056338;51,77;1,014074595;1,012793177;52,28;1,016540317;1,026443981;51,75;1,009803922;1,013748854
52,26;1,004688547;1,006756757;52,19;1,005751849;1,015793849;52,24;1,029288703;1,011267606;52,28;1,014074595;1,014214641;52,79;1,016540317;1,016005567;52,26;1,009803922;1,013748854
52,77;1,004688547;1,005405405;52,7;1,005751849;1,017456359;52,75;1,012552301;1,012676056;52,78;1,013370866;1,015636105;53,29;1,015851137;1,009046625;52,77;1,009803922;1,012832264
53,27;1,004688547;1,002027027;53,2;1,003286771;1,014131338;53,25;1,011854951;1,012676056;53,29;1,013370866;1,016346837;53,8;1,015851137;1,015309673;53,27;1,010695187;1,010999083
53,78;1,004018754;1,004054054;53,71;0,999178307;1,012468828;53,76;1,011157601;1,012676056;53,8;1,013370866;1,018479033;54,31;1,015851137;1,021572721;53,78;1,010695187;1,010999083
54,29;1,004018754;1,006081081;54,21;0,986031224;1,011637573;54,27;1,010460251;1,014084507;54,31;1,013370866;1,017057569;54,82;1,015851137;1,019485038;54,29;1,010695187;1,012832264
54,8;1,004018754;1,003378378;54,72;0,972884141;1,013300083;54,77;1,010460251;1,016197183;54,82;1,011963406;1,022032694;55,33;1,013783598;1,019485038;54,8;1,008912656;1,011915674
55,3;1,004018754;1,002702703;55,23;0,986031224;1,013300083;55,28;1,009762901;1,014788732;55,32;1,009852217;1,023454158;55,83;1,012405238;1,022964509;55,31;1,00802139;1,010082493
55,81;1,004018754;1,002702703;55,74;0,991783073;1,010806318;55,78;1,009762901;1,011971831;55,83;1,010555947;1,023454158;56,34;1,011716058;1,020180932;55,81;1,008912656;1,008249313
56,32;1,004018754;1,002702703;56,24;0,99096138;1,013300083;56,29;1,009762901;1,009859155;56,34;1,010555947;1,024875622;56,85;1,011026878;1,01809325;56,32;1,008912656;1,008249313
56,83;1,004018754;1,002702703;56,75;0,993426459;1,014131338;56,8;1,009065551;1,01056338;56,84;1,010555947;1,036247335;57,35;1,011026878;1,01809325;56,83;1,008912656;1,008249313
57,33;1,005358339;1,003378378;57,26;0,996713229;1,013300083;57,31;1,008368201;1,012676056;57,35;1,010555947;1,028429282;57,86;1,011026878;1,015309673;57,33;1,008912656;1,009165903
57,84;1,005358339;1,003378378;57,77;0,999178307;1,012468828;57,82;1,008368201;1,014788732;57,86;1,009852217;1,026297086;58,37;1,010337698;1,01322199;57,84;1,008912656;1,008249313
58,35;1,004688547;1,003378378;58,28;1;1,010806318;58,32;1,008368201;1,007746479;58,36;1,009852217;1,02771855;58,87;1,009648518;1,011830202;58,34;1,008912656;1,008249313
58,86;1,004018754;1,003378378;58,78;1;1,011637573;58,83;1,008368201;1,007042254;58,87;1,009852217;1,028429282;59,38;1,004135079;1,010438413;58,85;1,008912656;1,008249313
59,36;1,004018754;1,002702703;59,29;0,999178307;1,010806318;59,34;1,008368201;1,006338028;59,38;1,010555947;1,024875622;59,89;1,005513439;1,007654836;59,36;1,00802139;1,008249313
59,87;1,004688547;1,002702703;59,8;0,998356615;1,009143807;59,84;1,008368201;1,006338028;59,88;1,010555947;1,024875622;60,4;1,006202619;1,006263048;59,86;1,00802139;1,009165903
60,38;1,004018754;1,002027027;60,31;0,998356615;1,008312552;60,35;1,008368201;1,006338028;60,39;1,010555947;1,025586354;60,91;1,006202619;1,009046625;60,37;1,00802139;1,009165903
60,88;1,004018754;1,002027027;60,81;0,998356615;1,008312552;60,86;1,008368201;1,007042254;60,9;1,010555947;1,029140014;61,42;1,006202619;1,011134308;60,88;1,00802139;1,009165903
61,39;1,004688547;1,002027027;61,32;0,997534922;1,008312552;61,37;1,009065551;1,007746479;61,4;1,010555947;1,029140014;61,92;1,006891799;1,01809325;61,39;1,006238859;1,009165903
61,9;1,004688547;1,002027027;61,83;0,996713229;1,009143807;61,88;1,009065551;1,006338028;61,91;1,010555947;1,029140014;62,43;1,006891799;1,015309673;61,9;1,006238859;1,010082493
62,41;1,004688547;1,002027027;62,34;0,995891537;1,009143807;62,38;1,009065551;1,007746479;62,42;1,010555947;1,029850746;62,94;1,006891799;1,016005567;62,4;1,006238859;1,010082493
62,92;1,004688547;1,002027027;62,84;0,993426459;1,008312552;62,89;1,009065551;1,007042254;62,92;1,009852217;1,025586354;63,44;1,006891799;1,015309673;62,91;1,006238859;1,007332722
63,42;1,004688547;1,002027027;63,35;0,992604766;1,007481297;63,4;1,008368201;1,006338028;63,43;1,009148487;1,02416489;63,95;1,006891799;1,013917884;63,42;1,006238859;1,006416132
63,93;1,005358339;1,002702703;63,86;0,992604766;1,007481297;63,9;1,008368201;1,006338028;63,94;1,009852217;1,02416489;64,46;1,006891799;1,009742519;63,93;1,007130125;1,007332722
64,44;1,005358339;1,002027027;64,37;0,994248151;1,006650042;64,41;1,007670851;1,005633803;64,45;1,009852217;1,023454158;64,97;1,006202619;1,009046625;64,43;1,007130125;1,007332722
64,94;1,004018754;1,002027027;64,87;0,998356615;1,005818786;64,92;1,006276151;1,005633803;64,95;1,009852217;1,022743426;65,48;1,006202619;1,009046625;64,93;1,007130125;1,007332722
65,45;1,003348962;1,002702703;65,38;0,998356615;1,005818786;65,43;1,006276151;1,005633803;65,46;1,009148487;1,02061123;65,99;1,005513439;1,009046625;65,44;1,00802139;1,013748854
65,96;1,002679169;1,002027027;65,89;0,998356615;1,005818786;65,93;1,005578801;1,004929577;65,97;1,009148487;1,017768301;66,49;1,005513439;1,009046625;65,97;1,00802139;1,007332722
66,46;1,002679169;1,002702703;66,39;0,997534922;1,004987531;66,44;1,005578801;1,004929577;66,47;1,009148487;1,016346837;67;1,005513439;1,009742519;66,48;1,00802139;1,005499542
66,97;1,003348962;1,002702703;66,9;0,999178307;1,005818786;66,95;1,005578801;1,004929577;66,98;1,009852217;1,016346837;67,51;1,004824259;1,009046625;66,99;1,00802139;1,004582951
67,48;1,002679169;1,002702703;67,41;1,000821693;1,005818786;67,46;1,005578801;1,004929577;67,48;1,009852217;1,015636105;68,02;1,004824259;1,009046625;67,5;1,006238859;1,004582951
67,98;1,002679169;1,002702703;67,91;1,001643385;1,005818786;67,97;1,005578801;1,004929577;67,99;1,009852217;1,012793177;68,52;1,004824259;1,010438413;68,01;1,006238859;1,004582951
68,49;1,002679169;1,003378378;68,42;1,001643385;1,004987531;68,47;1,005578801;1,004225352;68,5;1,009852217;1,008528785;69,03;1,004824259;1,009046625;68,52;1,006238859;1,004582951
69;1,002679169;1,003378378;68,93;1,001643385;1,004987531;68,98;1,00488145;1,004225352;69;1,009148487;1,007107321;69,54;1,004824259;1,009046625;69,03;1,006238859;1,004582951
69,5;1,002679169;1,003378378;69,43;1,001643385;1,004987531;69,49;1,00488145;1,004225352;69,51;1,008444757;1,007107321;70,04;1,004824259;1,010438413;69,53;1,006238859;1,004582951
70,01;1,002679169;1,003378378;69,94;1,002465078;1,004987531;70;1,00488145;1,004929577;70,02;1,008444757;1,006396588;70,55;1,004824259;1,008350731;70,04;1,005347594;1,005499542
70,52;1,002679169;1,003378378;70,45;1,002465078;1,004156276;70,51;1,00488145;1,004225352;70,53;1,008444757;1,006396588;71,06;1,004824259;1,007654836;70,54;1,005347594;1,005499542
71,03;1,003348962;1,003378378;70,96;1;1,004156276;71,01;1,00488145;1,004225352;71,03;1,007741027;1,007107321;71,56;1,004824259;1,007654836;71,04;1,005347594;1,006416132
71,53;1,003348962;1,004054054;71,46;1,000821693;1,004156276;71,52;1,00488145;1,004225352;71,54;1,007037298;1,007818053;72,08;1,004824259;1,006958942;71,55;1,005347594;1,006416132
72,04;1,003348962;1,004054054;71,97;1,001643385;1,004156276;72,03;1,00488145;1,004225352;72,05;1,007741027;1,008528785;72,58;1,004824259;1,008350731;72,06;1,005347594;1,006416132
72,54;1,002679169;1,004054054;72,48;1,000821693;1,004987531;72,53;1,00488145;1,004929577;72,56;1,007741027;1,008528785;73,09;1,004824259;1,008350731;72,56;1,004456328;1,005499542
73,05;1,002679169;1,004054054;72,98;1,001643385;1,004987531;73,04;1,00488145;1,004225352;73,06;1,007741027;1,009239517;73,59;1,004824259;1,009046625;73,07;1,005347594;1,007332722
73,55;1,002679169;1,004054054;73,49;1,001643385;1,004156276;73,55;1,00488145;1,004225352;73,57;1,007037298;1,010660981;74,1;1,004824259;1,011134308;73,58;1,005347594;1,005499542
74,06;1,003348962;1,004054054;74;1,001643385;1,004156276;74,06;1,0041841;1,004225352;74,07;1,007037298;1,010660981;74,61;1,004824259;1,009742519;74,09;1,005347594;1,005499542
