Cas1;Standardized 11;Standardized 21;Cas2;Standardized 12;Standardized 22;Cas3;Standardized 13;Standardized 23;Cas4;Standardized 14;Standardized 24;Cas5;Standardized 15;Standardized 25;Cas6;Standardized 16;Standardized 26
74,57;1,003348962;1,004054054;74,51;1,002465078;1,004156276;74,56;1,0041841;1,004225352;74,58;1,006333568;1,008528785;75,12;1,004824259;1,009046625;74,59;1,005347594;1,004582951
75,08;1,003348962;1,004054054;75,02;1,002465078;1,004156276;75,07;1,0041841;1,004225352;75,09;1,006333568;1,008528785;75,63;1,004824259;1,008350731;75,1;1,005347594;1,004582951
75,58;1,003348962;1,003378378;75,52;1,002465078;1,003325021;75,58;1,0041841;1,005633803;75,59;1,005629838;1,009239517;76,13;1,004824259;1,008350731;75,6;1,005347594;1,004582951
76,09;1,003348962;1,002702703;76,03;1,002465078;1,003325021;76,09;1,0041841;1,004929577;76,1;1,002111189;1,009239517;76,64;1,004824259;1,007654836;76,12;1,005347594;1,004582951
76,59;1,002679169;1,003378378;76,53;1,002465078;1,003325021;76,59;1,0041841;1,006338028;76,61;1,004926108;1,009239517;77,14;1,004824259;1,007654836;76,62;1,006238859;1,004582951
77,1;1,003348962;1,003378378;77,04;1,002465078;1,004156276;77,1;1,00348675;1,006338028;77,11;1,005629838;1,009239517;77,65;1,004824259;1,007654836;77,13;1,005347594;1,003666361
77,61;1,003348962;1,002702703;77,55;1,002465078;1,004156276;77,61;1,00348675;1,004929577;77,62;1,005629838;1,008528785;78,16;1,004824259;1,007654836;77,64;1,006238859;1,002749771
78,11;1,003348962;1,002702703;78,06;1,003286771;1,004156276;78,11;1,00348675;1,004225352;78,13;1,004926108;1,008528785;78,66;1,004824259;1,008350731;78,15;1,006238859;1,002749771
78,62;1,003348962;1,002702703;78,56;1,003286771;1,003325021;78,62;1,00348675;1,004225352;78,64;1,003518649;1,008528785;79,17;1,004135079;1,007654836;78,65;1,005347594;1,002749771
79,13;1,003348962;1,002027027;79,07;1,001643385;1,004156276;79,13;1,00348675;1,004225352;79,15;1,004222379;1,008528785;79,68;1,004135079;1,006958942;79,16;1,005347594;1,001833181
79,64;1,003348962;1,001351351;79,58;1,001643385;1,004987531;79,63;1,00348675;1,004225352;79,66;1,004222379;1,007818053;80,19;1,004135079;1,006263048;79,67;1,005347594;1,002749771
80,14;1,002679169;1,002702703;80,09;1;1,004987531;80,14;1,00348675;1,004225352;80,16;1,004222379;1,008528785;80,69;1,004135079;1,005567154;80,18;1,005347594;1,002749771
80,65;1,003348962;1,002702703;80,59;1;1,003325021;80,65;1,00348675;1,004225352;80,67;1,004222379;1,008528785;81,2;1,004135079;1,005567154;80,68;1,005347594;1,002749771
81,16;1,003348962;1,002702703;81,1;1;1,003325021;81,15;1,00348675;1,004225352;81,18;1,004222379;1,007107321;81,71;1,006202619;1,005567154;81,19;1,005347594;1,002749771
81,66;1,002679169;1,002702703;81,61;1,000821693;1,003325021;81,67;1,00348675;1,004225352;81,68;1,004222379;1,007107321;82,22;1,006202619;1,005567154;81,7;1,004456328;1,002749771
82,17;1,002679169;1,002702703;82,12;1,000821693;1,003325021;82,17;1,00348675;1,004929577;82,19;1,004222379;1,007107321;82,72;1,005513439;1,005567154;82,21;1,004456328;1,002749771
82,67;1,002679169;1,003378378;82,62;1,000821693;1,003325021;82,68;1,0027894;1,004225352;82,7;1,004222379;1,008528785;83,23;1,004824259;1,005567154;82,72;1,003565062;1,002749771
83,18;1,002679169;1,003378378;83,13;1,000821693;1,003325021;83,19;1,0027894;1,004225352;83,21;1,004222379;1,007818053;83,74;1,004135079;1,005567154;83,22;1,003565062;1,002749771
83,69;1,002009377;1,003378378;83,64;1,000821693;1,003325021;83,69;1,00209205;1,004225352;83,72;1,004222379;1,007818053;84,25;1,004135079;1,00487126;83,73;1,003565062;1,002749771
84,2;1,002009377;1,003378378;84,15;1,000821693;1,003325021;84,2;1,00069735;1,004929577;84,22;1,004222379;1,008528785;84,76;1,004135079;1,005567154;84,24;1,003565062;1,002749771
84,7;1,002009377;1,003378378;84,65;1,000821693;1,003325021;84,71;1;1,004929577;84,73;1,004222379;1,007818053;85,26;1,004135079;1,00487126;84,75;1,003565062;1,002749771
85,21;1,002009377;1,003378378;85,16;1,000821693;1,002493766;85,21;1,00069735;1,004225352;85,24;1,00070373;1,007818053;85,77;1,003445899;1,004175365;85,25;1,003565062;1,002749771
85,72;1,002009377;1,003378378;85,67;1,000821693;1,002493766;85,72;1,0013947;1,004225352;85,75;1,00140746;1,007818053;86,28;1,003445899;1,004175365;85,76;1,003565062;1,002749771
86,23;1,002009377;1,003378378;86,17;1,001643385;1,002493766;86,23;1,0013947;1,004225352;86,25;1,002814919;1,007818053;86,79;1,003445899;1,00487126;86,27;1,003565062;1,003666361
86,73;1,002009377;1,003378378;86,68;1,001643385;1,002493766;86,73;1,0013947;1,004225352;86,76;1,003518649;1,007107321;87,29;1,004135079;1,00487126;86,78;1,003565062;1,003666361
87,24;1,002009377;1,003378378;87,19;1,001643385;1,002493766;87,24;1,0013947;1,004225352;87,27;1,003518649;1,007107321;87,8;1,004135079;1,005567154;87,29;1,003565062;1,002749771
87,75;1,002009377;1,003378378;87,7;1,002465078;1,003325021;87,74;1,0013947;1,003521127;87,78;1,003518649;1,007107321;88,31;1,004135079;1,005567154;87,8;1,003565062;1,002749771
88,25;1,002679169;1,003378378;88,21;1,002465078;1,003325021;88,25;1,0013947;1,003521127;88,28;1,003518649;1,007107321;88,81;1,003445899;1,004175365;88,3;1,004456328;1,002749771
88,76;1,002679169;1,003378378;88,71;1,002465078;1,002493766;88,76;1,0013947;1,003521127;88,79;1,003518649;1,006396588;89,32;1,004135079;1,003479471;88,81;1,004456328;1,002749771
89,27;1,002679169;1,003378378;89,22;1,002465078;1,002493766;89,27;1,0013947;1,003521127;89,3;1,004222379;1,005685856;89,82;1,003445899;1,003479471;89,31;1,004456328;1,002749771
89,78;1,002679169;1,002702703;89,73;1,002465078;1,002493766;89,77;1,0013947;1,003521127;89,81;1,004222379;1,005685856;90,33;1,003445899;1,003479471;89,82;1,004456328;1,002749771
90,28;1,002679169;1,002702703;90,24;1,002465078;1,002493766;90,28;1,0013947;1,003521127;90,32;1,004222379;1,005685856;90,84;1,003445899;1,003479471;90,33;1,004456328;1,002749771
90,79;1,002679169;1,002702703;90,74;1,002465078;1,002493766;90,78;1,0013947;1,003521127;90,82;1,004222379;1,004975124;91,34;1,003445899;1,003479471;90,84;1,004456328;1,002749771
91,3;1,002679169;1,002702703;91,25;1,002465078;1,002493766;91,29;1,0013947;1,003521127;91,33;1,004222379;1,004975124;91,85;1,003445899;1,003479471;91,35;1,004456328;1,001833181
91,81;1,003348962;1,002702703;91,76;1,002465078;1,00166251;91,79;1,0013947;1,003521127;91,84;1,004222379;1,004975124;92,36;1,003445899;1,003479471;91,85;1,004456328;1,001833181
92,32;1,003348962;1,002702703;92,27;1,002465078;1,00166251;92,3;1,0013947;1,004929577;92,34;1,004222379;1,004975124;92,87;1,003445899;1,003479471;92,36;1,004456328;1,001833181
92,82;1,002679169;1,002027027;92,78;1,002465078;1,00166251;92,81;1,0013947;1,004225352;92,86;1,004222379;1,004264392;93,37;1,00275672;1,003479471;92,87;1,004456328;1,001833181
93,33;1,002679169;1,002027027;93,28;1,001643385;1,00166251;93,31;1,0013947;1,004225352;93,36;1,004222379;1,004264392;93,88;1,00275672;1,003479471;93,37;1,004456328;1,001833181
93,84;1,002679169;1,002027027;93,79;1,001643385;1,00166251;93,82;1,0013947;1,002112676;93,87;1,004222379;1,004264392;94,39;1,00275672;1,003479471;93,88;1,004456328;1,001833181
94,34;1,002679169;1,002027027;94,29;1,001643385;1,00166251;94,33;1,0013947;1,003521127;94,38;1,004222379;1,00355366;94,89;1,00275672;1,003479471;94,39;1,003565062;1,001833181
94,85;1,002679169;1,002027027;94,8;1,001643385;1,00166251;94,83;1,0013947;1,003521127;94,88;1,004222379;1,00355366;95,4;1,00275672;1,003479471;94,89;1,003565062;1,001833181
95,36;1,002679169;1,002702703;95,31;1,001643385;1,00166251;95,34;1,00209205;1,003521127;95,39;1,004222379;1,00355366;95,91;1,00275672;1,003479471;95,4;1,003565062;1,001833181
95,87;1,002679169;1,002702703;95,82;1,001643385;1,00166251;95,85;1,00209205;1,003521127;95,9;1,004222379;1,00355366;96,42;1,00275672;1,003479471;95,91;1,002673797;1,001833181
96,38;1,002009377;1,002702703;96,33;1,001643385;1,002493766;96,36;1,00209205;1,004225352;96,4;1,004222379;1,00355366;96,93;1,00275672;1,002783577;96,41;1,002673797;1,001833181
96,88;1,002009377;1,002702703;96,83;1,001643385;1,002493766;96,86;1,00209205;1,004225352;96,91;1,004222379;1,002842928;97,43;1,00275672;1,002783577;96,92;1,002673797;1,001833181
97,39;1,002009377;1,002702703;97,34;1,001643385;1,002493766;97,37;1,00209205;1,003521127;97,42;1,004222379;1,002842928;97,94;1,00275672;1,002783577;97,43;1,002673797;1,001833181
97,9;1,002009377;1,002702703;97,85;1,001643385;1,002493766;97,87;1,00209205;1,003521127;97,93;1,004222379;1,002842928;98,45;1,00275672;1,002087683;97,93;1,002673797;1,001833181
98,41;1,002009377;1,002702703;98,36;1,001643385;1,002493766;98,38;1,00209205;1,002816901;98,44;1,003518649;1,002842928;98,95;1,00275672;1,002783577;98,44;1,002673797;1,001833181
98,92;1,002009377;1,002702703;98,86;1,001643385;1,00166251;98,89;1,00209205;1,002816901;98,94;1,003518649;1,002842928;99,46;1,00275672;1,002087683;98,95;1,002673797;1,001833181
99,42;1,002009377;1,002702703;99,37;1,001643385;1,00166251;99,4;1,0013947;1,002816901;99,45;1,003518649;1,002842928;99,97;1,00275672;1,002783577;99,46;1,002673797;1,001833181
99,93;1,002009377;1,002702703;99,88;1,001643385;1,00166251;99,9;1,0013947;1,002816901;99,96;1,003518649;1,002842928;100,48;1,00275672;1,002783577;99,96;1,002673797;1,002749771
100,44;1,002009377;1,002702703;100,39;1,000821693;1,00166251;100,41;1,0013947;1,002816901;100,47;1,003518649;1,002842928;100,98;1,00275672;1,002783577;100,47;1,002673797;1,002749771
100,95;1,002009377;1,002702703;100,89;1,001643385;1,00166251;100,92;1,00209205;1,002112676;100,97;1,003518649;1,002842928;101,49;1,00275672;1,002783577;100,98;1,002673797;1,002749771
101,46;1,002009377;1,002702703;101,4;1,000821693;1,00166251;101,43;1,00209205;1,002112676;101,48;1,003518649;1,002842928;102;1,00275672;1,002783577;101,49;1,002673797;1,002749771
101,96;1,002009377;1,002702703;101,91;1,000821693;1,00166251;101,93;1,0027894;1,002112676;101,99;1,002814919;1,002842928;102,51;1,00275672;1,002783577;101,99;1,002673797;1,002749771
102,48;1,002009377;1,002702703;102,42;1,000821693;1,00166251;102,44;1,0027894;1,002112676;102,5;1,002814919;1,002842928;103,01;1,00275672;1,002783577;102,5;1,002673797;1,002749771
102,98;1,002009377;1,002702703;102,93;1,000821693;1,00166251;102,95;1,0027894;1,002112676;103;1,002814919;1,002842928;103,52;1,00275672;1,002783577;103,01;1,003565062;1,001833181
103,49;1,002009377;1,002702703;103,44;1,000821693;1,00166251;103,46;1,00209205;1,002112676;103,51;1,002814919;1,002842928;104,03;1,00275672;1,002783577;103,51;1,003565062;1,001833181
104;1,002009377;1,002702703;103,95;1,000821693;1,00166251;103,96;1,00209205;1,002112676;104,02;1,002814919;1,002842928;104,54;1,00275672;1,002087683;104,02;1,003565062;1,001833181
104,5;1,002009377;1,002702703;104,45;1,000821693;1,00166251;104,47;1,00209205;1,002112676;104,53;1,002814919;1,002842928;105,05;1,00275672;1,002087683;104,53;1,002673797;1,001833181
105,01;1,002009377;1,002702703;104,96;1,000821693;1,00166251;104,98;1,00209205;1,001408451;105,04;1,002814919;1,002842928;105,55;1,00275672;1,002087683;105,04;1,002673797;1,001833181
105,51;1,002009377;1,002027027;105,47;1,000821693;1,00166251;105,48;1,00209205;1,001408451;105,54;1,002111189;1,002842928;106,06;1,00275672;1,002087683;105,54;1,003565062;1,00091659
106,03;1,002009377;1,002027027;105,98;1,000821693;1,000831255;105,99;1,00209205;1,001408451;106,05;1,002111189;1,002842928;106,57;1,00275672;1,002783577;106,05;1,003565062;1,00091659
106,53;1,001339585;1,002027027;106,48;1,000821693;1,000831255;106,5;1,00209205;1,001408451;106,56;1,002111189;1,002842928;107,08;1,00275672;1,002783577;106,56;1,003565062;1,00091659
107,04;1,001339585;1,002027027;106,99;1,000821693;1,000831255;107;1,0013947;1,001408451;107,07;1,002111189;1,002842928;107,59;1,00275672;1,002783577;107,07;1,003565062;1,00091659
107,55;1,001339585;1,002027027;107,5;1,000821693;1,000831255;107,51;1,0013947;1,001408451;107,57;1,002111189;1,002842928;108,1;1,00275672;1,002783577;107,57;1,003565062;1,00091659
108,06;1,001339585;1,002027027;108;1,000821693;1,000831255;108,02;1,00209205;1,001408451;108,08;1,00140746;1,002842928;108,6;1,00275672;1,002783577;108,08;1,003565062;1
108,56;1,001339585;1,002027027;108,51;1,000821693;1,000831255;108,53;1,0013947;1,001408451;108,59;1,00140746;1,002842928;109,11;1,00275672;1,002087683;108,59;1,003565062;1,00091659
109,07;1,002009377;1,002027027;109,02;1,000821693;1,000831255;109,03;1,0013947;1,001408451;109,09;1,00140746;1,002842928;109,62;1,00206754;1,002087683;109,1;1,003565062;1
109,57;1,002009377;1,002027027;109,52;1,000821693;1,000831255;109,54;1,0013947;1,001408451;109,6;1,00140746;1,002842928;110,13;1,00206754;1,002087683;109,61;1,003565062;1
110,08;1,002009377;1,002027027;110,03;1,000821693;1,000831255;110,05;1,0013947;1,001408451;110,1;1,00140746;1,002842928;110,64;1,00206754;1,002087683;110,11;1,003565062;1
110,59;1,002009377;1,002027027;110,54;1,000821693;1,000831255;110,55;1,0013947;1,001408451;110,61;1,00140746;1,002842928;111,14;1,00206754;1,002087683;110,62;1,003565062;1
111,1;1,001339585;1,002027027;111,05;1,000821693;1;111,06;1,0013947;1,001408451;111,12;1,00140746;1,002842928;111,65;1,00206754;1,002087683;111,13;1,003565062;1
111,6;1,001339585;1,002027027;111,55;1,000821693;1;111,57;1,0013947;1,001408451;111,63;1,00140746;1,002842928;112,16;1,00206754;1,002087683;111,64;1,002673797;1
112,11;1,001339585;1,002027027;112,06;1,000821693;1;112,07;1,0013947;1,001408451;112,13;1,00140746;1,002842928;112,67;1,00206754;1,002087683;112,15;1,002673797;1
112,61;1,001339585;1,002027027;112,57;1,000821693;0,99833749;112,58;1,0013947;1,001408451;112,64;1,00140746;1,002132196;113,18;1,00137836;1,002087683;112,65;1,002673797;1,00091659
113,12;1,001339585;1,002027027;113,08;1,000821693;0,999168745;113,09;1,00069735;1,001408451;113,14;1,00140746;1,002842928;113,69;1,00137836;1,002087683;113,16;1,002673797;1,00091659
113,62;1,001339585;1,002027027;113,58;1,000821693;0,999168745;113,59;1,00069735;1,001408451;113,65;1,00140746;1,002842928;114,19;1,00137836;1,002087683;113,67;1,001782531;1,00091659
114,13;1,001339585;1,002027027;114,09;1,000821693;0,999168745;114,1;1,00069735;1,001408451;114,16;1,00140746;1,002132196;114,7;1,00137836;1,002087683;114,17;1,001782531;1,00091659
114,64;1,001339585;1,002027027;114,6;1,000821693;1;114,61;1,00069735;1,001408451;114,66;1,00140746;1,002132196;115,21;1,00137836;1,002087683;114,68;1,001782531;1,00091659
115,15;1,001339585;1,002027027;115,1;1,000821693;1;115,12;1;1,001408451;115,17;1,002111189;1,002132196;115,72;1,00137836;1,002087683;115,19;1,001782531;1,00091659
115,66;1,001339585;1,002027027;115,61;1,000821693;1;115,63;1;1,001408451;115,68;1,002111189;1,002132196;116,22;1,00137836;1,002087683;115,7;1,001782531;1,00091659
116,17;1,001339585;1,002702703;116,12;1,000821693;1;116,13;1,00069735;1,001408451;116,18;1,002111189;1,002132196;116,73;1,00137836;1,001391788;116,21;1,001782531;1,001833181
116,68;1,001339585;1,002702703;116,63;1,000821693;1;116,65;1,00069735;1,001408451;116,69;1,002111189;1,002132196;117,24;1,00137836;1,001391788;116,72;1,001782531;1,001833181
117,18;1,001339585;1,002702703;117,14;1,001643385;1;117,16;1,00069735;1,001408451;117,2;1,002111189;1,001421464;117,75;1,00068918;1,002087683;117,22;1,001782531;1,001833181
117,69;1,001339585;1,002702703;117,65;1,001643385;1;117,66;1,00069735;1,001408451;117,71;1,00140746;1,001421464;118,26;1,00068918;1,002087683;117,73;1,001782531;1,001833181
118,2;1,001339585;1,002702703;118,16;1,001643385;1;118,17;1;1,001408451;118,21;1,002111189;1,001421464;118,76;1,00137836;1,001391788;118,24;1,001782531;1,00091659
118,71;1,001339585;1,002702703;118,67;1,001643385;1;118,68;1;1,001408451;118,72;1,002111189;1,001421464;119,27;1,00137836;1,001391788;118,74;1,001782531;1,001833181
119,22;1,001339585;1,002702703;119,17;1,001643385;1;119,18;1;1,001408451;119,23;1,00070373;1,001421464;119,77;1,00137836;1,001391788;119,25;1,001782531;1,00091659
119,72;1,001339585;1,002702703;119,68;1,001643385;0,999168745;119,69;1;1,001408451;119,74;1;1,001421464;120,28;1,00137836;1,001391788;119,76;1,002673797;1,00091659
120,23;1,001339585;1,002702703;120,19;1,001643385;0,999168745;120,2;1;1,001408451;120,25;1;1,000710732;120,78;1,00137836;1,001391788;120,26;1,002673797;1,00091659
120,74;1,001339585;1,002027027;120,7;1,001643385;0,999168745;120,7;1;1,001408451;120,75;1,00070373;1,000710732;121,29;1,00137836;1,001391788;120,77;1,002673797;1,00091659
121,25;1,001339585;1,002027027;121,2;1,001643385;0,999168745;121,21;1;1,001408451;121,26;1,00140746;1,000710732;121,8;1,00137836;1,001391788;121,28;1,002673797;1,00091659
121,75;1,001339585;1,002027027;121,71;1,001643385;0,999168745;121,72;1;1,001408451;121,76;1,00140746;1,000710732;122,31;1,00137836;1,001391788;121,79;1,002673797;1
122,26;1,001339585;1,002027027;122,22;1,001643385;0,999168745;122,23;1;1,001408451;122,27;1,00140746;1,000710732;122,81;1,00137836;1,001391788;122,3;1,002673797;1
122,77;1,002009377;1,002027027;122,73;1,001643385;0,999168745;122,73;1;1,001408451;122,78;1,00140746;1,000710732;123,32;1,00137836;1,001391788;122,8;1,002673797;1
123,28;1,002009377;1,001351351;123,23;1,001643385;0,999168745;123,24;1;1,001408451;123,29;1,00140746;1,000710732;123,82;1,00137836;1,001391788;123,31;1,002673797;1
123,78;1,002009377;1,002027027;123,74;1,001643385;0,999168745;123,75;1;1,001408451;123,8;1,00140746;1,000710732;124,33;1,00137836;1,000695894;123,82;1,002673797;1
124,29;1,001339585;1,001351351;124,25;1,001643385;0,999168745;124,25;1;1,001408451;124,31;1,00140746;1,000710732;124,84;1,00137836;1,000695894;124,35;1,002673797;1
124,8;1,002009377;1,001351351;124,75;1,001643385;0,999168745;124,76;1;1,001408451;124,81;1,00140746;1,000710732;125,35;1,00137836;1,000695894;124,85;1,002673797;1
125,3;1,002009377;1,001351351;125,26;1,001643385;0,999168745;125,27;1;1,001408451;125,32;1,00070373;1,000710732;125,85;1,00137836;1,000695894;125,37;1,002673797;1
125,81;1,002009377;1,001351351;125,77;1,001643385;0,999168745;125,78;1;1,001408451;125,84;1,00070373;1,000710732;126,36;1,00137836;1,000695894;125,88;1,002673797;1
126,32;1,002009377;1,001351351;126,28;1,001643385;0,999168745;126,29;1;1,001408451;126,34;1,00070373;1,001421464;126,87;1,00068918;1,001391788;126,38;1,001782531;1
126,83;1,001339585;1,001351351;126,79;1,001643385;0,999168745;126,79;1;1,001408451;126,85;1,00070373;1,001421464;127,37;1,00068918;1,000695894;126,88;1,001782531;1
127,33;1,001339585;1,001351351;127,3;1,001643385;0,999168745;127,3;1;1,001408451;127,36;1,00070373;1,001421464;127,88;1,00068918;1,000695894;127,39;1,001782531;1,00091659
127,84;1,001339585;1,001351351;127,8;1,001643385;0,999168745;127,81;1;1,001408451;127,87;1,00070373;1,000710732;128,39;1,00068918;1,000695894;127,9;1,001782531;1,00091659
128,35;1,001339585;1,001351351;128,31;1,001643385;0,999168745;128,32;1;1,001408451;128,37;1,00070373;1,001421464;128,89;1,00068918;1,001391788;128,41;1,001782531;1,00091659
128,85;1,001339585;1,001351351;128,82;1,000821693;0,999168745;128,83;1;1,001408451;128,88;1;1,001421464;129,4;1,00068918;1,001391788;128,91;1,001782531;1,00091659
129,36;1,001339585;1,001351351;129,33;1,000821693;0,999168745;129,33;1;1,001408451;129,39;1;1,001421464;129,91;1,00068918;1,001391788;129,42;1,001782531;1,00091659
129,87;1,001339585;1,001351351;129,83;1,000821693;0,999168745;129,84;1;1,001408451;129,89;1;1,001421464;130,41;1,00068918;1,001391788;129,93;1,001782531;1,00091659
130,38;1,001339585;1,001351351;130,34;1,000821693;0,999168745;130,35;1;1,001408451;130,4;1;1,001421464;130,92;1;1,001391788;130,44;1,001782531;1,00091659
130,88;1,000669792;1,002027027;130,85;1,000821693;0,999168745;130,85;1;1,001408451;130,91;1;1,001421464;131,43;1;1,001391788;130,94;1,001782531;1,00091659
131,39;1,000669792;1,002027027;131,35;1,000821693;0,999168745;131,36;1;1,001408451;131,41;1;1,001421464;131,93;1;1,001391788;131,45;1,001782531;1,00091659
131,9;1,000669792;1,002027027;131,86;1,000821693;0,999168745;131,87;1;1,001408451;131,92;1;1,001421464;132,44;1;1,001391788;131,96;1,001782531;1,00091659
132,4;1,000669792;1,002027027;132,37;1,000821693;0,999168745;132,37;1;1,001408451;132,43;1;1,001421464;132,95;1;1,001391788;132,47;1,001782531;1,00091659
132,91;1,000669792;1,002027027;132,88;1,000821693;1;132,88;1;1,001408451;132,94;1,00070373;1,001421464;133,46;0,99931082;1,001391788;132,98;1,001782531;1,00091659
133,42;1,000669792;1,002027027;133,39;1,000821693;1;133,39;1;1,001408451;133,45;1,00070373;1,001421464;133,96;0,99931082;1,001391788;133,48;1,001782531;1,00091659
133,92;1,000669792;1,002027027;133,9;1,000821693;1;133,9;1;1,001408451;133,96;1,00070373;1,001421464;134,47;1;1,001391788;133,99;1,002673797;1,00091659
134,43;1,000669792;1,002702703;134,41;1,000821693;1;134,4;1;1,001408451;134,46;1,00070373;1,001421464;134,98;1;1,001391788;134,5;1,002673797;1,00091659
134,93;1,000669792;1,002027027;134,92;1,000821693;1;134,91;1;1,001408451;134,97;1,00070373;1,001421464;135,49;1;1,001391788;135,01;1,002673797;1
135,45;1,000669792;1,002027027;135,43;1,000821693;1;135,42;0,99930265;1,001408451;135,48;1,00070373;1,000710732;136;0,99931082;1,001391788;135,52;1,002673797;1
135,96;1,001339585;1,002027027;135,93;1;1;135,92;0,99930265;1,001408451;135,99;1,00070373;1,000710732;136,5;0,99931082;1,001391788;136,02;1,002673797;1
136,47;1,001339585;1,002027027;136,44;1;1;136,43;0,99930265;1,001408451;136,49;1,00070373;1,000710732;137,01;0,99931082;1,001391788;136,53;1,002673797;1
136,97;1,001339585;1,002027027;136,95;1;1;136,94;0,99930265;1,001408451;137;1,00070373;1,000710732;137,52;0,99931082;1,001391788;137,03;1,002673797;1
137,47;1,001339585;1,002027027;137,46;1;1;137,45;0,99930265;1,001408451;137,5;1,00070373;1,000710732;138,02;0,99931082;1,001391788;137,54;1,002673797;1
137,98;1,001339585;1,002027027;137,96;1;1;137,95;0,99930265;1,001408451;138,01;1,00070373;1,000710732;138,53;1;1,001391788;138,05;1,002673797;1
138,49;1,001339585;1,002027027;138,47;1;1;138,46;1;1,001408451;138,52;1,00070373;1,000710732;139,04;1;1,001391788;138,55;1,002673797;1
138,99;1,001339585;1,001351351;138,98;1;1;138,97;1;1,000704225;139,03;1,00070373;1,000710732;139,54;1;1,001391788;139,06;1,002673797;1
139,5;1,001339585;1,001351351;139,48;1;1;139,47;1;1,000704225;139,53;1,00070373;1,000710732;140,05;1;1,001391788;139,57;1,002673797;1
140,01;1,001339585;1,001351351;139,99;1;1;139,98;1;1,000704225;140,04;1,00070373;1,000710732;140,56;1;1,001391788;140,08;1,002673797;1
140,52;1,001339585;1,001351351;140,5;1;1;140,49;1;1,000704225;140,55;1,00070373;1;141,06;1;1,001391788;140,59;1,001782531;1
141,03;1,002009377;1,001351351;141,01;1;1;140,99;1;1,000704225;141,06;1,00070373;1;141,57;1;1,000695894;141,09;1,001782531;1
141,54;1,002009377;1,001351351;;;;141,5;1;1,000704225;141,56;1,00070373;1;142,08;1;1,000695894;141,6;1,001782531;1
142,05;1,002009377;1,001351351;;;;142,01;1;1,000704225;142,07;1,00070373;1;142,59;1;1,000695894;142,11;1,001782531;1
142,56;1,002009377;1,000675676;;;;142,51;1;1,000704225;142,57;1,00070373;1;143,1;1,00068918;1,000695894;142,62;1,001782531;1
143,07;1,001339585;1,000675676;;;;143,02;1;1,000704225;143,08;1,00070373;1;143,6;1,00068918;1,000695894;143,12;1,000891266;1
143,58;1,001339585;1,000675676;;;;143,53;1;1,000704225;143,6;1,00070373;1;144,11;1,00068918;1,000695894;143,63;1,000891266;1,00091659
144,08;1,001339585;1,000675676;;;;144,04;1;1,000704225;144,1;1,00070373;1;144,62;1,00068918;1,000695894;144,14;1,000891266;1,00091659
144,59;1,001339585;1,000675676;;;;144,55;1;1,000704225;144,61;1,00070373;1;145,13;1,00068918;1,000695894;144,64;1,000891266;1,00091659
145,1;1,001339585;1,000675676;;;;145,05;1;1,000704225;145,12;1,00070373;0,999289268;145,64;1,00068918;1;145,15;1,000891266;1,00091659
145,61;1,001339585;1,000675676;;;;145,56;1;1,000704225;145,62;1,00070373;1;146,14;1,00068918;1,000695894;145,66;1,001782531;1,00091659
146,11;1,000669792;1,001351351;;;;146,07;1;1,000704225;146,13;1,00070373;1;146,65;1,00068918;1,000695894;146,17;1,001782531;1,00091659
146,62;1,000669792;1,001351351;;;;146,57;1;1;146,64;1,00070373;1;147,16;1,00068918;1,000695894;146,67;1,001782531;1,00091659
147,13;1,000669792;1,001351351;;;;147,08;1;1;147,14;1,00070373;0,999289268;147,67;1,00068918;1,000695894;147,18;1,001782531;1
147,64;1,000669792;1,001351351;;;;147,59;1;1;147,65;1,00070373;1;148,18;1,00068918;1;147,68;1,001782531;1
148,15;1,000669792;1,001351351;;;;148,1;1;1;148,16;1,00070373;1;148,68;1,00068918;1;148,19;1,001782531;1
148,65;1,000669792;1,001351351;;;;148,61;1;1;148,67;1,00070373;1;149,19;1,00068918;1;148,7;1,001782531;1
149,16;1;1,001351351;;;;149,11;1;1;149,17;1,00070373;1;149,71;1;1;149,21;1,002673797;1
149,67;1;1,001351351;;;;149,62;1;1;149,68;1;1;150,22;1;1;149,72;1,002673797;1
150,18;1;1,001351351;;;;150,13;1;1;150,19;1;1;150,72;1;1;150,22;1,002673797;1
150,69;1;1,001351351;;;;150,64;1;1;150,69;1;1;151,23;1;1;150,73;1,002673797;0,99908341
151,19;1;1,001351351;;;;151,14;1;1;151,2;1;1;151,74;1;1;151,24;1,002673797;0,99908341
151,7;1;1,002027027;;;;151,65;1;1;;;;152,25;1;1;151,75;1,002673797;0,99908341
152,21;1;1,001351351;;;;152,16;1;1;;;;152,76;1;1;152,25;1,002673797;0,99908341
152,71;1;1,002027027;;;;152,66;1;0,999295775;;;;153,27;1;1;152,76;1,002673797;0,99908341
153,22;1;1,001351351;;;;153,17;1;0,999295775;;;;;;;153,27;1,001782531;0,99908341
153,73;1;1,001351351;;;;153,67;1;1;;;;;;;153,78;1,001782531;0,99908341
154,24;1,000669792;1,002027027;;;;154,18;1;1;;;;;;;154,28;1,001782531;0,99908341
154,74;1,000669792;1,001351351;;;;154,69;1;1;;;;;;;154,79;1,001782531;0,99908341
155,25;1,000669792;1,001351351;;;;155,2;1;1;;;;;;;155,3;1,001782531;0,99908341
155,75;1,000669792;1,001351351;;;;155,7;1;0,999295775;;;;;;;155,8;1,000891266;0,99908341
