,Time,Cmin,Cmax,Mean
50,5.1,9.58576e-05,6.88661,3.4433529288
51,5.2,0.000106948,6.68667,3.343388474
52,5.3,0.000119614,6.48606,3.243089807
53,5.4,0.000133754,6.28688,3.143506877
54,5.5,0.000149155,6.09808,3.0491145775
55,5.6,0.000167344,5.94695,2.9735586720000002
56,5.7,0.000189357,5.80773,2.9039596785
57,5.8,0.000216134,5.67442,2.837318067
58,5.9,0.000248835,5.53698,2.7686144175
59,6.0,0.000288849,5.3967,2.6984944245
60,6.1,0.000337847,5.25568,2.6280089235
61,6.2,0.000387448,5.10766,2.554023724
62,6.3,0.000432024,4.96714,2.483786012
63,6.4,0.000485624,4.84028,2.420382812
64,6.5,0.000550204,4.72056,2.3605551019999997
65,6.6,0.000623617,4.61238,2.3065018084999998
66,6.7,0.000711801,4.55581,2.2782609005
67,6.8,0.000817843,4.4919,2.2463589215
68,6.9,0.00094517,4.41823,2.209587585
69,7.0,0.00109774,4.33599,2.1685438699999997
70,7.1,0.00128007,4.24639,2.123835035
71,7.2,0.00149737,4.16064,2.081068685
72,7.3,0.00175553,4.07552,2.038637765
73,7.4,0.00206115,3.98458,1.9933205749999998
74,7.5,0.00242174,3.88884,1.94563087
75,7.6,0.00284561,3.78923,1.896037805
76,7.7,0.0033421,3.68667,1.8450060499999998
77,7.8,0.0038465,3.58198,1.79291325
78,7.9,0.00430113,3.47594,1.740120565
79,8.0,0.00483201,3.36926,1.687046005
80,8.1,0.00544936,3.26256,1.63400468
81,8.2,0.00616426,3.15643,1.5812971299999998
82,8.3,0.0069887,3.05136,1.52917435
83,8.4,0.00793571,2.95021,1.479072855
84,8.5,0.00901948,2.86623,1.43762474
85,8.6,0.0101358,2.78259,1.3963629
86,8.7,0.0113569,2.69964,1.35549845
87,8.8,0.0127446,2.61771,1.3152273
88,8.9,0.0143151,2.53706,1.27568755
89,9.0,0.0160859,2.45794,1.23701295
90,9.1,0.018075,2.38056,1.1993175
91,9.2,0.0203015,2.30573,1.16301575
92,9.3,0.022785,2.2349,1.1288425
93,9.4,0.0255459,2.166,1.09577295
94,9.5,0.0276286,2.10054,1.0640843
95,9.6,0.0298792,2.07919,1.0545346
96,9.7,0.0324031,2.06432,1.0483615499999999
97,9.8,0.0352182,2.04685,1.0410341
98,9.9,0.0383427,2.0276,1.03297135
99,10.0,0.041795,2.01243,1.0271125
100,10.1,0.0455936,2.00062,1.0231068
101,10.2,0.0497567,1.9853,1.01752835
102,10.3,0.0538492,1.97282,1.0133346
103,10.4,0.0578593,1.96135,1.00960465
104,10.5,0.0622577,1.95123,1.00674385
105,10.6,0.0670604,1.93773,1.0023952
106,10.7,0.0722827,1.92593,0.9991063499999999
107,10.8,0.0779392,1.91419,0.9960646000000001
108,10.9,0.0840436,1.89938,0.9917118
109,11.0,0.0906091,1.88737,0.98898955
110,11.1,0.0972646,1.8767,0.9869823
111,11.2,0.10407,1.86354,0.983805
112,11.3,0.111352,1.85349,0.982421
113,11.4,0.11912,1.84107,0.9800949999999999
114,11.5,0.12738,1.82895,0.9781650000000001
115,11.6,0.13608,1.81922,0.97765
116,11.7,0.144566,1.80687,0.975718
117,11.8,0.153546,1.79592,0.974733
118,11.9,0.162951,1.78423,0.9735905
119,12.0,0.171548,1.77294,0.972244
120,12.1,0.179476,1.7621,0.970788
121,12.2,0.187887,1.74996,0.9689234999999999
122,12.3,0.196777,1.74134,0.9690585
123,12.4,0.206139,1.73501,0.9705745
124,12.5,0.215965,1.72712,0.9715425
125,12.6,0.226248,1.72129,0.973769
126,12.7,0.236974,1.71335,0.975162
127,12.8,0.248133,1.70339,0.9757615
128,12.9,0.259425,1.69404,0.9767325
129,13.0,0.27103,1.68795,0.97949
130,13.1,0.282702,1.6799,0.981301
131,13.2,0.293829,1.67133,0.9825794999999999
132,13.3,0.305334,1.66489,0.985112
133,13.4,0.317195,1.65658,0.9868874999999999
134,13.5,0.329392,1.64708,0.9882360000000001
135,13.6,0.341902,1.64022,0.991061
136,13.7,0.354701,1.63162,0.9931605
137,13.8,0.367766,1.62356,0.995663
138,13.9,0.38107,1.61678,0.9989250000000001
139,14.0,0.391717,1.60834,1.0000285
140,14.1,0.402357,1.59832,1.0003385
141,14.2,0.413353,1.59225,1.0028015
142,14.3,0.424676,1.58504,1.004858
143,14.4,0.436294,1.57821,1.007252
144,14.5,0.448176,1.57054,1.009358
145,14.6,0.46029,1.5614,1.010845
146,14.7,0.470177,1.55088,1.0105285
147,14.8,0.47867,1.54321,1.01094
148,14.9,0.487424,1.53545,1.011437
149,15.0,0.496414,1.52957,1.0129920000000001
150,15.1,0.505616,1.52234,1.013978
151,15.2,0.515003,1.51581,1.0154065
152,15.3,0.524551,1.50913,1.0168405
153,15.4,0.534235,1.5012,1.0177175
154,15.5,0.544029,1.494,1.0190145
155,15.6,0.553909,1.48621,1.0200595
156,15.7,0.56385,1.47727,1.0205600000000001
157,15.8,0.573424,1.46724,1.020332
158,15.9,0.580781,1.45717,1.0189755
159,16.0,0.588271,1.44659,1.0174305000000001
160,16.1,0.595874,1.4376,1.016737
161,16.2,0.603569,1.43067,1.0171195000000002
162,16.3,0.611335,1.42493,1.0181325
163,16.4,0.619153,1.41819,1.0186715
164,16.5,0.627005,1.4105,1.0187525000000002
165,16.6,0.63487,1.40327,1.0190700000000001
166,16.7,0.642733,1.39581,1.0192714999999999
167,16.8,0.650575,1.3875,1.0190375
168,16.9,0.658382,1.37935,1.018866
169,17.0,0.666137,1.37114,1.0186385
170,17.1,0.673827,1.36237,1.0180985
171,17.2,0.681438,1.35418,1.017809
172,17.3,0.688958,1.34572,1.017339
173,17.4,0.696374,1.33742,1.0168970000000002
174,17.5,0.703677,1.32846,1.0160685
175,17.6,0.710856,1.31891,1.014883
176,17.7,0.717903,1.30879,1.0133465
177,17.8,0.724812,1.29818,1.011496
178,17.9,0.731576,1.2871,1.009338
179,18.0,0.73819,1.27562,1.006905
180,18.1,0.744648,1.27155,1.008099
181,18.2,0.750045,1.27015,1.0100974999999999
182,18.3,0.75212,1.26889,1.010505
183,18.4,0.7546,1.26729,1.010945
184,18.5,0.756523,1.26556,1.0110415
185,18.6,0.758765,1.26388,1.0113225
186,18.7,0.761511,1.2618,1.0116555
187,18.8,0.764728,1.26025,1.012489
188,18.9,0.767672,1.25838,1.013026
189,19.0,0.769738,1.25677,1.0132539999999999
190,19.1,0.772285,1.25487,1.0135775
191,19.2,0.775281,1.25262,1.0139505
192,19.3,0.777432,1.2507,1.014066
193,19.4,0.779896,1.24842,1.0141580000000001
194,19.5,0.782789,1.24584,1.0143145
195,19.6,0.785707,1.24357,1.0146385
196,19.7,0.7881,1.24097,1.014535
197,19.8,0.790902,1.23806,1.014481
198,19.9,0.793852,1.23545,1.014651
199,20.0,0.796065,1.23258,1.0143225
200,20.1,0.798672,1.22942,1.014046
201,20.2,0.801643,1.22647,1.0140565
202,20.3,0.804535,1.22338,1.0139575
203,20.4,0.806657,1.22013,1.0133934999999998
204,20.5,0.809146,1.21707,1.0131080000000001
205,20.6,0.811368,1.21378,1.012574
206,20.7,0.813881,1.21049,1.0121855
207,20.8,0.816716,1.20732,1.0120179999999999
208,20.9,0.819849,1.20395,1.0118995000000002
209,21.0,0.823252,1.20062,1.011936
210,21.1,0.825647,1.19743,1.0115385
211,21.2,0.827938,1.19477,1.011354
212,21.3,0.830019,1.19362,1.0118194999999999
213,21.4,0.832399,1.19241,1.0124045
214,21.5,0.834536,1.19112,1.0128279999999998
215,21.6,0.836686,1.18967,1.013178
216,21.7,0.839112,1.18828,1.013696
217,21.8,0.841698,1.18674,1.014219
218,21.9,0.843996,1.18551,1.014753
219,22.0,0.846541,1.18406,1.0153005
220,22.1,0.84931,1.18268,1.015995
221,22.2,0.852281,1.18114,1.0167105
222,22.3,0.855435,1.17958,1.0175075
223,22.4,0.858616,1.17797,1.018293
224,22.5,0.861765,1.17622,1.0189925
225,22.6,0.865058,1.17457,1.019814
226,22.7,0.868287,1.17274,1.0205134999999999
227,22.8,0.870298,1.17097,1.020634
228,22.9,0.872396,1.16915,1.020773
229,23.0,0.874673,1.16729,1.0209815
230,23.1,0.877114,1.16573,1.0214219999999998
231,23.2,0.879503,1.16412,1.0218115
232,23.3,0.881809,1.16233,1.0220695
233,23.4,0.884256,1.16081,1.022533
234,23.5,0.88683,1.15918,1.023005
235,23.6,0.8894,1.15746,1.0234299999999998
236,23.7,0.891858,1.15586,1.023859
237,23.8,0.894422,1.15442,1.024421
238,23.9,0.897043,1.15291,1.0249765000000002
239,24.0,0.899504,1.15133,1.025417
240,24.1,0.902049,1.14994,1.0259945
241,24.2,0.904501,1.14849,1.0264955
242,24.3,0.906965,1.14709,1.0270275
243,24.4,0.909494,1.14555,1.027522
244,24.5,0.912077,1.1439,1.0279885
245,24.6,0.914704,1.14256,1.028632
246,24.7,0.917365,1.14111,1.0292375
247,24.8,0.920051,1.13956,1.0298055
248,24.9,0.922752,1.13802,1.030386
249,25.0,0.92546,1.13658,1.0310199999999998
250,25.1,0.928168,1.13507,1.031619
251,25.2,0.930867,1.13355,1.0322085
252,25.3,0.933553,1.13215,1.0328515
253,25.4,0.936218,1.1307,1.0334590000000001
254,25.5,0.938857,1.12918,1.0340185000000002
255,25.6,0.941464,1.12817,1.0348169999999999
256,25.7,0.944036,1.12723,1.035633
257,25.8,0.94652,1.12626,1.03639
258,25.9,0.948965,1.12519,1.0370774999999999
259,26.0,0.951367,1.12405,1.0377085
260,26.1,0.953518,1.12299,1.038254
261,26.2,0.955562,1.12229,1.038926
262,26.3,0.957585,1.12161,1.0395975
263,26.4,0.959585,1.12086,1.0402225
264,26.5,0.961558,1.12017,1.040864
265,26.6,0.963503,1.11982,1.0416615
266,26.7,0.965406,1.11938,1.0423930000000001
267,26.8,0.967258,1.11885,1.043054
268,26.9,0.969079,1.11823,1.0436545000000002
269,27.0,0.970869,1.1176,1.0442345
270,27.1,0.972627,1.11691,1.0447685
271,27.2,0.974352,1.1162,1.045276
272,27.3,0.976044,1.11551,1.045777
273,27.4,0.977703,1.11475,1.0462265
274,27.5,0.979329,1.11394,1.0466345
275,27.6,0.980922,1.11307,1.046996
276,27.7,0.982482,1.11215,1.047316
277,27.8,0.984011,1.11118,1.0475955
278,27.9,0.98551,1.11018,1.047845
279,28.0,0.986978,1.10915,1.048064
280,28.1,0.988417,1.10809,1.0482535
281,28.2,0.989829,1.10709,1.0484594999999999
282,28.3,0.991214,1.10646,1.048837
283,28.4,0.992575,1.10586,1.0492175000000001
284,28.5,0.993912,1.10523,1.049571
285,28.6,0.995227,1.10456,1.0498935
286,28.7,0.996522,1.10386,1.050191
287,28.8,0.997797,1.10313,1.0504635
288,28.9,0.999055,1.10237,1.0507125
289,29.0,1.0003,1.10159,1.050945
290,29.1,1.00152,1.1008,1.0511599999999999
291,29.2,1.00274,1.09999,1.051365
292,29.3,1.00394,1.09923,1.051585
293,29.4,1.00513,1.09854,1.051835
294,29.5,1.00631,1.09783,1.05207
295,29.6,1.00749,1.09712,1.052305
296,29.7,1.00866,1.09639,1.052525
297,29.8,1.00982,1.09567,1.0527449999999998
298,29.9,1.01098,1.09503,1.053005
299,30.0,1.01213,1.0946,1.0533649999999999
300,30.1,1.01329,1.09416,1.053725
301,30.2,1.01444,1.0937,1.0540699999999998
302,30.3,1.01559,1.09322,1.054405
303,30.4,1.01673,1.09274,1.054735
304,30.5,1.01788,1.09225,1.055065
305,30.6,1.01903,1.09175,1.05539
306,30.7,1.02017,1.09124,1.0557050000000001
307,30.8,1.02132,1.09074,1.05603
308,30.9,1.02247,1.09024,1.056355
309,31.0,1.02362,1.08973,1.056675
310,31.1,1.02477,1.08923,1.057
311,31.2,1.02591,1.08874,1.057325
312,31.3,1.02706,1.08825,1.057655
313,31.4,1.02821,1.08777,1.05799
314,31.5,1.02936,1.0873,1.05833
315,31.6,1.0305,1.08684,1.05867
316,31.7,1.03164,1.08639,1.059015
317,31.8,1.03278,1.08595,1.0593650000000001
318,31.9,1.03392,1.08555,1.0597349999999999
