Time;120RPM baffles no pitch 1L 30g;120RPM baffles pitch 1L 30g;120RPM no baffles no pitch 1L 30g;120RPM no baffles pitch 1L 30g;150RPM baffles no pitch 1L 30g;150RPM baffles pitch 1L 30g;150RPM no baffles no pitch 1L 30g;150RPM no baffles pitch 1L 30g;200RPM baffles no pitch 1L 30g;200RPM baffles pitch 1L 30g;200RPM no baffles pitch 1L 30g;200RPM no baffles no pitch 1L 30g;300RPM no baffles no pitch 1L 30g
1104;0,927578911;0,884327934;1;0,895226073;0,963133008;0,860596935;1;1;1;1;1;1;1
1110;0,922107634;0,876209264;1;0,925235254;0,973267699;0,855404928;1;1;1;1;1;1;1
1115;0,924364194;0,880116848;1;0,917316961;0,972043775;0,880262232;1;1;1;1;1;1;1
1120;0,944465954;0,869228726;1;0,875028689;0,955532736;0,885959654;1;1;1;1;1;1;1
1125;0,938153845;0,866611025;1;0,910718384;0,968276476;0,858483375;1;1;1;1;1;1;1
1130;0,923949644;0,879775409;1;0,885701171;0,988283162;0,87047553;1;1;1;1;1;1;1
1136;0,945029116;0,886983573;1;0,915710351;0,972769174;0,848834514;1;1;1;1;1;1;1
1141;0,931763519;0,840509883;1;0,877094331;0,993459467;0,864272691;1;1;1;1;1;1;1
1146;0,932592619;0,877195645;1;0,896775304;0,97459312;0,860642881;1;1;1;1;1;1;1
1151;0,931012636;0,875071133;1;0,876520542;0,956401423;0,881319012;1;1;1;1;1;1;1
1156;0,936569951;0,873591563;1;0,936252008;0,982169511;0,871072841;1;1;1;1;1;1;1
1161;0,92586987;0,887590576;1;0,932522378;0,976043918;0,849431824;1;1;1;1;1;1;1
1167;0,918713018;0,887097386;1;0,926841864;0,979172388;0,852694058;1;1;1;1;1;1;1
1172;0,929323149;0,868204408;1;0,913013541;0,995817761;0,888578631;1;1;1;1;1;1;1
1177;0,940226595;0,89479874;1;0,935276566;0,997555136;0,87787299;1;1;1;1;1;1;1
1182;0,934935217;0,871391176;1;0,904578839;0,988342866;0,862664548;1;1;1;1;1;1;1
1187;0,936155401;0,883341553;1;0,889775075;0,980393328;0,902868134;1;1;1;1;1;1;1
1193;0,935107294;0,880534163;1;0,897463851;0,961252343;0,868499811;1;1;1;1;1;1;1
1198;0,939432692;0,890094465;1;0,893676842;0,969664585;0,873599923;1;1;1;1;1;1;1
1203;0,912099774;0,877499146;1;0,900906587;0,960094093;0,859586101;1;1;1;1;1;1;1
1208;0,943277056;0,898592511;1;0,920989213;0,97993958;0,88044602;1;1;1;1;1;1;1
1213;0,952287651;0,894912554;1;0,923915538;0,98257848;0,872359355;1;1;1;1;1;1;1
1219;0,941935635;0,886793884;1;0,91255451;0,95675069;0,85673739;1;1;1;1;1;1;1
1224;0,929053301;0,889715088;1;0,894365389;0,969455622;0,89009488;1;1;1;1;1;1;1
1229;0,942737359;0,889032209;1;0,882602708;0,953258027;0,879113558;1;1;1;1;1;1;1
1234;0,938056074;0,893053606;1;0,887594675;0,98314268;0,882008216;1;1;1;1;1;1;1
1239;0,945033027;0,883758868;1;0,889775075;0,984259138;0,878056778;1;1;1;1;1;1;1
1245;0,94371116;0,906066239;1;0,871643333;0,989196628;0,887705639;1;1;1;1;1;1;1
1250;0,94283122;0,882051671;1;0,929997705;0,975828985;0,852234588;1;1;1;1;1;1;1
1255;0,94371116;0,878447589;1;0,911521689;0,977826071;0,89689503;1;1;1;1;1;1;1
1260;0,945584457;0,896505937;1;0,897349093;0,976070785;0,883892041;1;1;1;1;1;1;1
1265;0,949776886;0,88224136;1;0,897808125;0,969733244;0,876448634;1;1;1;1;1;1;1
1271;0,94564703;0,897606131;1;0,921620381;1;0,86142398;1;1;1;1;1;1;1
1276;0,963241937;0,895291931;1;0,909513427;1;0,867626819;1;1;1;1;1;1;1
1281;0,964655709;0,90853219;1;0,898439293;1;0,89689503;1;1;1;1;1;1;1
1286;0,96606948;0,878826966;1;0,922595823;1;0,862388866;1;1;1;1;1;1;1
1291;0,967483252;0,888311393;1;0,901939408;1;0,888716472;1;1;1;1;1;1;1
1297;0,968897024;0,908987443;1;0,916226762;1;0,886740753;1;1;1;1;1;1;1
1302;0,970310795;0,902993285;1;0,911636447;1;0,867718713;1;1;1;1;1;1;1
1307;0,971724567;0,88603513;1;0,936424145;1;0,88949757;1;1;1;1;1;1;1
1312;0,973138339;0,894457301;1;0,883922424;1;0,897722075;1;1;1;1;1;1;1
1317;0,97455211;0,907583747;1;0,930514115;1;0,901673513;1;1;1;1;1;1;1
1322;0,975965882;0,868128533;1;0,924718843;1;0,877689202;1;1;1;1;1;1;1
1328;0,977379654;0,890929094;1;0,92167776;1;0,896665295;1;1;1;1;1;1;1
1333;0,978793425;0,89430555;1;0,935506082;1;0,883846094;1;1;1;1;1;1;1
1338;0,980207197;0,895216055;1;0,909742942;1;0,884489352;1;1;1;1;1;1;1
1343;0,981620969;0,897416442;1;0,944916227;1;0,891932759;1;1;1;1;1;1;1
1348;0,98303474;0,90208278;1;0,957826486;1;0,89524094;1;1;1;1;1;1;1
1354;0,984448512;0,883758868;1;0,932579757;1;0,90700336;1;1;1;1;1;1;1
1359;0,985862283;0,911225767;1;0,918636677;1;0,871853939;1;1;1;1;1;1;1
1364;0,987276055;0,881141166;1;0,873135185;1;0,886970487;1;1;1;1;1;1;1
1369;0,988689827;0,902006905;1;0,890980032;1;0,8920706;1;1;1;1;1;1;1
1374;0,990103598;0,910884328;1;0,949162268;1;0,90369518;1;1;1;1;1;1;1
1380;0,99151737;0,931105125;1;0,915193941;1;0,87199178;1;1;1;1;1;1;1
1385;0,992931142;0,901855154;1;0,898439293;1;0,904843853;1;1;1;1;1;1;1
1390;0,994344913;0,934140142;1;0,9120381;1;0,89689503;1;1;1;1;1;1;1
1395;0,995758685;0,889639212;1;0,901537755;1;0,889175941;1;1;1;1;1;1;1
1401;0,997172457;0,917713115;1;0,953924719;1;0,90158162;1;1;1;1;1;1;1
1406;1;0,907697561;1;0,925350011;1;0,902041089;1;1;1;1;1;1;1
1411;1;0,909670321;1;0,930628873;1;0,890875979;1;1;1;1;1;1;1
1416;1;0,944003946;1;0,922653202;1;0,918352259;1;1;1;1;1;1;1
1421;1;0,896468;1;0,934415882;1;0,919225251;1;1;1;1;1;1;1
1427;1;0,913691718;1;0,905783796;1;0,899514007;1;1;1;1;1;1;1
1432;1;0,906862931;1;0,947555658;1;0,90897908;1;1;1;1;1;1;1
1437;1;0,897416442;1;0,913013541;1;0,920879341;1;1;1;1;1;1;1
1442;1;0,909404757;1;0,89861143;1;0,913757563;1;1;1;1;1;1;1
1447;1;0,896088622;1;0,899873766;1;0,905579005;1;1;1;1;1;1;1
1452;1;0,921620699;1;0,924661464;1;0,936822935;1;1;1;1;1;1;1
1458;1;0,893926173;1;0,936768419;1;0,906038474;1;1;1;1;1;1;1
1463;1;0,915133351;1;0,90612807;1;0,886143442;1;1;1;1;1;1;1
1468;1;0,916157669;1;0,928907505;1;0,914079192;1;1;1;1;1;1;1
1473;1;0,89844076;1;0,916800551;1;0,913711616;1;1;1;1;1;1;1
1478;1;0,908304564;1;0,933383062;1;0,889313782;1;1;1;1;1;1;1
1484;1;0,902462157;1;0,950080331;1;0,895516621;1;1;1;1;1;1;1
1489;1;0,919154748;1;0,933669956;1;0,891886812;1;1;1;1;1;1;1
1494;1;0,943017565;1;0,96941703;1;0,901259991;1;1;1;1;1;1;1
1499;1;0,912591525;1;0,901250861;1;0,914584608;1;1;1;1;1;1;1
1504;1;0,929094427;1;0,935850356;1;0,917203585;1;1;1;1;1;1;1
1510;1;0,899313328;1;0,981696121;1;0,91651438;1;1;1;1;1;1;1
1515;1;0,901361964;1;0,937514345;1;0,902592453;1;1;1;1;1;1;1
1520;1;0,90291741;1;0,949277025;1;0,903327604;1;1;1;1;1;1;1
1525;1;0,923517584;1;0,948416342;1;0,922073962;1;1;1;1;1;1;1
1530;1;0,945217952;1;0,949793436;1;0,884489352;1;1;1;1;1;1;1
1536;1;0,911567207;1;0,956506771;1;0,942106835;1;1;1;1;1;1;1
1541;1;0,908987443;1;0,962416801;1;0,906497944;1;1;1;1;1;1;1
1546;1;0,926476725;1;0,95065412;1;0,91334404;1;1;1;1;1;1;1
1551;1;0,932698509;1;0,952031214;1;0,920833394;1;1;1;1;1;1;1
1557;1;0,937706286;1;0,992827634;1;0,90897908;1;1;1;1;1;1;1
1562;1;0,920975758;1;0,936653661;1;0,936501306;1;1;1;1;1;1;1
1567;1;0,894950491;1;0,926612348;1;0,888946207;1;1;1;1;1;1;1
1572;1;0,914336659;1;0,969703925;1;0,928966006;1;1;1;1;1;1;1
1577;1;0,916537046;1;0,95226073;1;0,934433693;1;1;1;1;1;1;1
1583;1;0,92970143;1;0,954728024;1;0,912333207;1;1;1;1;1;1;1
1588;1;0,927956296;1;0,946752353;1;0,910311541;1;1;1;1;1;1;1
1593;1;0,929284115;1;0,964310305;1;0,915641388;1;1;1;1;1;1;1
1598;1;0,919761751;1;0,947039247;1;0,942887933;1;1;1;1;1;1;1
1604;1;0,924503964;1;0,977048428;1;0,947482629;1;1;1;1;1;1;1
1609;1;0,936264653;1;0,960638054;1;0,922901007;1;1;1;1;1;1;1
1614;1;0,923669335;1;0,967466146;1;0,909208814;1;1;1;1;1;1;1
1619;1;0,937895975;1;0,937170071;1;0,902316771;1;1;1;1;1;1;1
1624;1;0,92970143;1;0,942391554;1;0,919822561;1;1;1;1;1;1;1
1630;1;0,942144998;1;0,939293092;1;0,929057899;1;1;1;1;1;1;1
1635;1;0,915247164;1;0,939235713;1;0,937098617;1;1;1;1;1;1;1
1640;1;0,961037976;1;0,957252697;1;0,931217406;1;1;1;1;1;1;1
1645;1;0,934747145;1;0,986286436;1;0,914446767;1;1;1;1;1;1;1
1650;1;0,930232558;1;0,966261189;1;0,943255509;1;1;1;1;1;1;1
1656;1;0,927576919;1;0,931374799;1;0,934066118;1;1;1;1;1;1;1
1661;1;0,935354148;1;0,969589167;1;0,934893163;1;1;1;1;1;1;1
1666;1;0,917978679;1;0,963621758;1;0,974453492;1;1;1;1;1;1;1
1671;1;0,924238401;1;0,951113151;1;0,925382143;1;1;1;1;1;1;1
1676;1;0,948518533;1;0,974982786;1;0,935812102;1;1;1;1;1;1;1
1681;1;0,944497136;1;0,915021804;1;0,938890548;1;1;1;1;1;1;1
1687;1;0,930953375;1;0,950596741;1;0,958372058;1;1;1;1;1;1;1
1692;1;0,939944611;1;0,972285977;1;0,932228239;1;1;1;1;1;1;1
1697;1;0,930118745;1;0,96299059;1;0,924049681;1;1;1;1;1;1;1
1702;1;0,944648887;1;0,966662841;1;0,945185281;1;1;1;1;1;1;1
1707;1;0,939109981;1;0,982786321;1;0,945736645;1;1;1;1;1;1;1
1713;1;0,960924163;1;0,980089511;1;0,906314156;1;1;1;1;1;1;1
1718;1;0,962669297;1;1;1;0,940360851;1;1;1;1;1;1;1
1723;1;0,956030198;1;1;1;0,939625699;1;1;1;1;1;1;1
1728;1;0,94442126;1;1;1;0,949458348;1;1;1;1;1;1;1
1733;1;0,952388179;1;1;1;0,942796039;1;1;1;1;1;1;1
1739;1;0,94491445;1;1;1;0,936455359;1;1;1;1;1;1;1
1744;1;0,942562313;1;1;1;0,929057899;1;1;1;1;1;1;1
1749;1;0,935999089;1;1;1;0,936409412;1;1;1;1;1;1;1
1754;1;0,949466975;1;1;1;0,952812476;1;1;1;1;1;1;1
1759;1;0,960051595;1;1;1;0,956947702;1;1;1;1;1;1;1
1765;1;0,91778899;1;1;1;0,938155397;1;1;1;1;1;1;1
1770;1;0,943055503;1;1;1;0,921890174;1;1;1;1;1;1;1
1775;1;0,948366782;1;1;1;0,959796413;1;1;1;1;1;1;1
1780;1;0,957358018;1;1;1;0,926301082;1;1;1;1;1;1;1
1785;1;0,930991312;1;1;1;0,948355621;1;1;1;1;1;1;1
1790;1;0,953412497;1;1;1;0,940406798;1;1;1;1;1;1;1
1796;1;0,939527296;1;1;1;0,946379902;1;1;1;1;1;1;1
1801;1;0,946963087;1;1;1;0,947804258;1;1;1;1;1;1;1
1806;1;0,959330779;1;1;1;0,961542398;1;1;1;1;1;1;1
1811;1;0,942258811;1;1;1;0,946839372;1;1;1;1;1;1;1
1816;1;0,964679995;1;1;1;0,932871497;1;1;1;1;1;1;1
1822;1;0,950339542;1;1;1;0,934571534;1;1;1;1;1;1;1
1827;1;0,936340529;1;1;1;0,953042211;1;1;1;1;1;1;1
1832;1;0,947835654;1;1;1;0,946379902;1;1;1;1;1;1;1
1837;1;0,943359005;1;1;1;0,949044825;1;1;1;1;1;1;1
1842;1;0,957471831;1;1;1;0,947069106;1;1;1;1;1;1;1
1848;1;0,971129406;1;1;1;0,966091146;1;1;1;1;1;1;1
1853;1;0,973178042;1;1;1;0,938017556;1;1;1;1;1;1;1
1858;1;0,966956258;1;1;1;0,941141949;1;1;1;1;1;1;1
1863;1;0,967677074;1;1;1;0,972707508;1;1;1;1;1;1;1
1868;1;0,960620661;1;1;1;0,920557713;1;1;1;1;1;1;1
1873;1;0,975606055;1;1;1;0,949825924;1;1;1;1;1;1;1
1879;1;0,98163815;1;1;1;0,949504295;1;1;1;1;1;1;1
1884;1;0,974240297;1;1;1;0,942290623;1;1;1;1;1;1;1
1889;1;0,970370651;1;1;1;0,945874485;1;1;1;1;1;1;1
1894;1;0,969953337;1;1;1;0,920925288;1;1;1;1;1;1;1
1899;1;0,945180014;1;1;1;0,974499439;1;1;1;1;1;1;1
1905;1;0,970977655;1;1;1;0,940912214;1;1;1;1;1;1;1
1910;1;0,96543875;1;1;1;0,972431826;1;1;1;1;1;1;1
1915;1;0,969118707;1;1;1;0,974958909;1;1;1;1;1;1;1
1920;1;0,955878448;1;1;1;0,960209936;1;1;1;1;1;1;1
1925;1;0,984028226;1;1;1;0,941004108;1;1;1;1;1;1;1
1931;1;0,966804507;1;1;1;0,946150167;1;1;1;1;1;1;1
1936;1;0,978716947;1;1;1;0,933698542;1;1;1;1;1;1;1
1941;1;0,972191661;1;1;1;0,943577138;1;1;1;1;1;1;1
1946;1;0,978299632;1;1;1;0,946333955;1;1;1;1;1;1;1
1951;1;0,981107022;1;1;1;0,975602166;1;1;1;1;1;1;1
1956;1;0,971964035;1;1;1;0,955385505;1;1;1;1;1;1;1
1962;1;0,966690694;1;1;1;0,931676876;1;1;1;1;1;1;1
1967;1;0,956181949;1;1;1;0,96875607;1;1;1;1;1;1;1
1972;1;0,976288934;1;1;1;0,939717593;1;1;1;1;1;1;1
1977;1;0,968701392;1;1;1;0,965218154;1;1;1;1;1;1;1
1982;1;0,973785045;1;1;1;0,961220769;1;1;1;1;1;1;1
1988;1;0,972457225;1;1;1;0,964161374;1;1;1;1;1;1;1
1993;1;1;1;1;1;0,954742248;1;1;1;1;1;1;1
1998;1;1;1;1;1;0,961818079;1;1;1;1;1;1;1
2003;1;1;1;1;1;0,951296226;1;1;1;1;1;1;1
2009;1;1;1;1;1;0,970272319;1;1;1;1;1;1;1
2014;1;1;1;1;1;0,954880089;1;1;1;1;1;1;1
2019;1;1;1;1;1;0,960439671;1;1;1;1;1;1;1
2024;1;1;1;1;1;0,9577288;1;1;1;1;1;1;1
2029;1;1;1;1;1;0,969169592;1;1;1;1;1;1;1
2034;1;1;1;1;1;0,971558834;1;1;1;1;1;1;1
2040;1;1;1;1;1;0,976567052;1;1;1;1;1;1;1
2045;1;1;1;1;1;0,966826298;1;1;1;1;1;1;1
2050;1;1;1;1;1;0,973304818;1;1;1;1;1;1;1
2055;1;1;1;1;1;0,952628688;1;1;1;1;1;1;1
2060;1;1;1;1;1;0,954236831;1;1;1;1;1;1;1
2066;1;1;1;1;1;0,953547627;1;1;1;1;1;1;1
2071;1;1;1;1;1;0,944909599;1;1;1;1;1;1;1
2076;1;1;1;1;1;0,983734777;1;1;1;1;1;1;1
2081;1;1;1;1;1;0,960393724;1;1;1;1;1;1;1
2086;1;1;1;1;1;0,944633918;1;1;1;1;1;1;1
2092;1;1;1;1;1;0,965539783;1;1;1;1;1;1;1
2097;1;1;1;1;1;0,935628314;1;1;1;1;1;1;1
2102;1;1;1;1;1;0,975602166;1;1;1;1;1;1;1
2107;1;1;1;1;1;1;1;1;1;1;1;1;1
2112;1;1;1;1;1;1;1;1;1;1;1;1;1
2117;1;1;1;1;1;1;1;1;1;1;1;1;1
2123;1;1;1;1;1;1;1;1;1;1;1;1;1
2128;1;1;1;1;1;1;1;1;1;1;1;1;1
2133;1;1;1;1;1;1;1;1;1;1;1;1;1
2138;1;1;1;1;1;1;1;1;1;1;1;1;1
2144;1;1;1;1;1;1;1;1;1;1;1;1;1
2149;1;1;1;1;1;1;1;1;1;1;1;1;1
2154;1;1;1;1;1;1;1;1;1;1;1;1;1
2159;1;1;1;1;1;1;1;1;1;1;1;1;1
2164;1;1;1;1;1;1;1;1;1;1;1;1;1
2170;1;1;1;1;1;1;1;1;1;1;1;1;1
2175;1;1;1;1;1;1;1;1;1;1;1;1;1
2180;1;1;1;1;1;1;1;1;1;1;1;1;1
