Cas1;Standardized 11;Standardized 21;Cas2;Standardized 12;Standardized 22;Cas3;Standardized 13;Standardized 23;Cas4;Standardized 14;Standardized 24;Cas5;Standardized 15;Standardized 25;Cas6;Standardized 16;Standardized 26
40,455;0,987951807;0,993553009;40,414;0,986895987;1,000825764;40,622;1,003060444;1,000773395;40,38;0,993925588;1,003060444;40,58;1,003187251;1,001605136;39,853;0,991928975;0,99253112
40,967;0,993621545;0,993553009;40,932;0,989352989;0,995871181;41,137;1,002295333;1,000773395;40,89;0,992406986;1,003825555;41,089;1,003187251;1,001605136;40,357;0,99354318;0,995020747
41,477;0,995038979;0,996418338;41,436;0,981162981;0,997522709;41,658;1,002295333;1,00154679;41,4;0,993925588;1,003060444;41,62;1,002390438;1,002407705;40,865;0,992736077;0,994190871
41,992;0,994330262;0,998567335;41,946;0,98034398;0,995871181;42,175;1,000765111;1,000773395;41,93;0,993925588;1,002295333;42,134;1,002390438;1,001605136;41,378;0,99354318;0,994190871
42,507;1,002834869;0,998567335;42,461;0,981162981;0,995871181;42,678;1,000765111;1,00154679;42,45;0,99468489;1,002295333;42,641;1,002390438;1,002407705;41,885;0,994350282;0,994190871
43,024;0,993621545;0,996418338;42,974;0,981162981;0,992568126;43,179;1,000765111;1,00154679;42,98;0,995444191;1,002295333;43,158;1,002390438;1,002407705;42,407;1,00968523;0,993360996
43,529;0,992912828;0,996418338;43,491;0,986895987;0,992568126;43,696;1,001530222;1,00154679;43,48;1;1,003060444;43,663;1,002390438;1,003210273;42,913;0,998385795;0,994190871
44,049;0,994330262;0,995702006;44,012;0,97952498;0,995045417;44,207;1,001530222;1,00154679;43,99;1;1,002295333;44,175;1,003187251;1,002407705;43,423;0,995157385;0,994190871
44,57;0,997165131;0,99713467;44,526;0,986076986;0,998348472;44,713;1,000765111;1,00154679;44,51;1,000759301;1,003825555;44,692;1,003187251;1,002407705;43,944;0,992736077;0,994190871
45,087;1,027639972;0,99713467;45,035;0,992628993;0,995045417;45,216;1,000765111;1,002320186;45,01;1,000759301;1,003825555;45,217;1,002390438;1,002407705;44,451;0,995157385;0,993360996
45,602;0,998582566;0,99713467;45,545;0,990990991;0,995045417;45,737;1,001530222;1,00154679;45,53;0,997722096;1,001530222;45,731;1,001593625;1,002407705;44,97;1,004035513;0,994190871
46,109;0,995038979;0,99713467;46,051;0,991809992;0,995871181;46,252;1;1,002320186;46,05;0,998481397;1,003060444;46,246;1,002390438;1,002407705;45,503;0,997578692;0,994190871
46,611;0,988660524;0,996418338;46,567;0,993447993;0,996696945;46,772;1,000765111;1,002320186;46,57;1,000759301;1,002295333;46,768;1,002390438;1,002407705;46,009;0,995157385;0,994190871
47,14;0,993621545;0,996418338;47,087;0,994266994;0,996696945;47,291;0,999234889;1,00154679;47,08;1,000759301;1,003060444;47,276;1,000796813;1,002407705;46,52;0,995157385;0,994190871
47,648;0,994330262;0,997851003;47,593;0,995085995;0,995871181;47,795;1;1,002320186;47,59;1,001518603;1,003060444;47,794;1;1,002407705;47,026;0,994350282;0,995020747
48,16;0,995038979;0,997851003;48,117;0,994266994;0,995871181;48,311;1,000765111;1,002320186;48,1;1,001518603;1,001530222;48,313;1,000796813;1,002407705;47,538;0,995157385;0,995020747
48,679;0,992912828;0,99713467;48,638;0,992628993;0,995871181;48,822;1;1,002320186;48,61;0,998481397;1,003060444;48,846;1,001593625;1,003210273;48,058;1,041162228;0,995020747
49,189;0,992912828;0,996418338;49,14;0,994266994;0,996696945;49,327;1,000765111;1,002320186;49,12;1,001518603;1,003825555;49,369;1,000796813;1,003210273;48,576;1,017756255;0,995020747
49,704;0,992912828;0,99713467;49,668;0,994266994;0,996696945;49,848;1,000765111;1,002320186;49,64;1,001518603;1,003825555;49,884;1;1,003210273;49,081;1,011299435;0,995850622
50,207;0,993621545;0,99713467;50,179;0,993447993;0,996696945;50,364;1;1,002320186;50,16;1,001518603;1,003825555;50,403;1;1,002407705;49,595;1,002421308;0,995850622
50,734;0,995747697;0,99713467;50,686;0,992628993;0,997522709;50,885;1;1,00154679;50,66;1,000759301;1,003060444;50,907;1;1,002407705;50,097;0,998385795;0,995850622
51,256;0,995747697;0,99713467;51,197;1,006552007;0,996696945;51,391;0,999234889;1,00154679;51,18;1;1,003825555;51,434;1;1,002407705;50,613;1,00322841;0,995020747
51,772;0,996456414;0,99713467;51,708;0,996723997;0,996696945;51,902;1;1,002320186;51,69;0,999240699;1,002295333;51,954;1,000796813;1,002407705;51,123;1,008878128;0,995020747
52,276;0,995747697;0,996418338;52,22;0,995085995;0,999174236;52,405;0,999234889;1,00154679;52,19;0,999240699;1,002295333;52,473;1,000796813;1,002407705;51,627;1,02905569;0,995850622
52,794;0,995747697;0,997851003;52,731;0,995085995;0,997522709;52,924;1,000765111;1,002320186;52,71;0,998481397;1,002295333;52,986;1,000796813;1,002407705;52,152;1,000807103;0,995850622
53,308;0,995747697;0,998567335;53,251;0,995085995;0,997522709;53,431;1,000765111;1,002320186;53,22;0,998481397;1,002295333;53,49;1,000796813;1,001605136;52,655;1;0,995850622
53,813;0,996456414;0,998567335;53,769;0,995085995;0,997522709;53,945;1;1,002320186;53,73;0,999240699;1,002295333;54,002;1,000796813;1,001605136;53,173;1,000807103;0,996680498
54,321;0,995747697;0,998567335;54,273;0,995085995;0,998348472;54,449;1,000765111;1,00154679;54,24;1;1,002295333;54,511;1,000796813;1,001605136;53,679;0,998385795;0,996680498
54,83;0,995038979;0,999283668;54,791;0,995085995;0,997522709;54,962;1;1,002320186;54,74;1,000759301;1,001530222;55,016;1,000796813;1,001605136;54,191;0,997578692;0,996680498
55,335;0,995747697;0,999283668;55,299;0,995085995;0,997522709;55,48;1,001530222;1,002320186;55,26;1,000759301;1,001530222;55,533;1,000796813;1,001605136;54,694;0,997578692;0,995850622
55,868;0,995747697;0,999283668;55,811;0,995085995;0,998348472;55,987;1,001530222;1,002320186;55,76;1;1,001530222;56,05;1,000796813;1,001605136;55,221;0,99677159;0,995850622
56,372;0,995038979;0,999283668;56,317;0,995085995;0,997522709;56,5;1,001530222;1,002320186;56,28;1,000759301;1,001530222;56,567;1,000796813;1,001605136;55,731;0,997578692;0,995850622
56,899;0,995747697;0,999283668;56,826;0,995904996;0,997522709;57,02;1,001530222;1,002320186;56,8;1,000759301;1,001530222;57,086;1,001593625;1,000802568;56,25;0,997578692;0,995850622
57,404;0,995038979;0,998567335;57,342;0,996723997;0,997522709;57,527;1,000765111;1,00154679;57,32;0,999240699;1,000765111;57,603;1,001593625;1,001605136;56,754;0,997578692;0,996680498
57,914;0,995747697;0,998567335;57,86;0,995904996;0,997522709;58,041;1;1,00154679;57,83;0,998481397;1,001530222;58,105;1,002390438;1,001605136;57,267;0,997578692;0,996680498
58,424;0,995747697;0,998567335;58,37;0,996723997;0,997522709;58,547;1,001530222;1,00154679;58,34;0,997722096;1,001530222;58,611;1,002390438;1,000802568;57,785;0,997578692;0,997510373
58,931;0,995747697;0,998567335;58,879;0,996723997;0,997522709;59,059;1,002295333;1,002320186;58,85;1;1,000765111;59,121;1,001593625;1,000802568;58,301;0,997578692;0,997510373
59,449;0,995747697;0,998567335;59,399;0,996723997;0,998348472;59,57;1,002295333;1,002320186;59,35;1;1,001530222;59,632;1,001593625;1,000802568;58,804;0,99677159;0,996680498
59,982;0,995747697;0,998567335;59,91;0,996723997;0,997522709;60,091;1,002295333;1,002320186;59,86;1,000759301;1,002295333;60,162;1,002390438;1,001605136;59,316;0,995964487;0,996680498
60,499;0,995747697;0,999283668;60,423;0,997542998;0,997522709;60,61;1,002295333;1,002320186;60,37;1,000759301;1,002295333;60,68;1,002390438;1,001605136;59,834;0,997578692;0,996680498
61,005;0,996456414;0,998567335;60,93;0,997542998;0,998348472;61,127;1,001530222;1,00154679;60,88;1,000759301;1,001530222;61,189;1,002390438;1,001605136;60,341;0,997578692;0,996680498
61,519;0,995747697;0,999283668;61,451;0,997542998;1;61,635;1,001530222;1,00154679;61,39;1,000759301;1,001530222;61,713;1,002390438;1,001605136;60,847;0,99677159;0,996680498
62,038;0,995747697;1,001432665;61,971;0,997542998;0,998348472;62,148;1,002295333;1,00154679;61,9;1;1,002295333;62,223;1,002390438;1,001605136;61,374;0,997578692;0,996680498
62,554;0,996456414;0,999283668;62,487;0,997542998;1;62,656;1,001530222;1,00154679;62,41;0,999240699;1,002295333;62,741;1,003187251;1,001605136;61,897;0,997578692;0,996680498
63,064;0,996456414;0,999283668;63;0,997542998;1;63,175;1,001530222;1,00154679;62,93;0,999240699;1,002295333;63,257;1,002390438;1,002407705;62,412;0,997578692;0,996680498
63,574;0,995747697;0,999283668;63,513;0,998361998;0,999174236;63,692;1,001530222;1,00154679;63,44;1;1,002295333;63,77;1,002390438;1,002407705;62,937;0,998385795;0,997510373
64,089;0,996456414;0,998567335;64,022;0,997542998;1;64,205;1,001530222;1,00154679;63,94;1;1,001530222;64,289;1,002390438;1,002407705;63,448;0,998385795;0,997510373
64,594;0,996456414;0,999283668;64,536;0,998361998;0,998348472;64,721;1,000765111;1,000773395;64,44;1;1,001530222;64,804;1,002390438;1,002407705;63,964;0,998385795;0,996680498
65,111;0,996456414;0,998567335;65,044;0,997542998;0,998348472;65,242;1,001530222;1,00154679;64,95;1;1,001530222;65,308;1,002390438;1,002407705;64,481;0,999192897;0,997510373
65,629;0,996456414;0,999283668;65,552;0,997542998;0,998348472;65,749;1,001530222;1,00154679;65,46;1;1,001530222;65,817;1,001593625;1,002407705;65;1,001614205;0,997510373
66,137;0,996456414;0,998567335;66,064;0,997542998;0,999174236;66,261;1,001530222;1,000773395;65,97;1;1,001530222;66,33;1,001593625;1,002407705;65,532;0,998385795;0,997510373
66,649;0,996456414;0,998567335;66,565;0,997542998;0,998348472;66,766;1,001530222;1,000773395;66,5;1,000759301;1,001530222;66,832;1;1,002407705;66,037;0,998385795;0,997510373
67,154;0,997165131;0,998567335;67,067;0,997542998;0,999174236;67,28;1,002295333;1,000773395;67,01;1,000759301;1,000765111;67,339;1;1,001605136;66,549;0,998385795;0,997510373
67,662;0,997165131;0,998567335;67,585;0,998361998;0,998348472;67,785;1,001530222;1;67,52;1,000759301;1,000765111;67,848;1;1,002407705;67,075;0,999192897;0,998340249
68,173;0,997165131;0,998567335;68,09;0,998361998;0,999174236;68,302;1,001530222;1;68,03;1,000759301;1,000765111;68,359;1,000796813;1,002407705;67,585;0,999192897;0,997510373
68,691;0,997165131;0,998567335;68,606;0,997542998;0,999174236;68,825;1,001530222;1,000773395;68,53;1,000759301;1,000765111;68,875;1,000796813;1,001605136;68,113;0,999192897;0,997510373
69,201;0,997165131;0,998567335;69,125;0,997542998;0,998348472;69,345;1,001530222;1,000773395;69,04;1,000759301;1,001530222;69,384;1,000796813;1,001605136;68,631;0,999192897;0,997510373
69,708;0,997873848;0,998567335;69,628;0,997542998;0,998348472;69,851;1,001530222;1,000773395;69,55;1;1,000765111;69,892;1;1,001605136;69,142;0,999192897;0,997510373
70,232;0,997165131;0,998567335;70,14;0,998361998;0,999174236;70,366;1,001530222;1;70,07;1,000759301;1,000765111;70,406;1,000796813;1,001605136;69,65;0,998385795;0,997510373
70,742;0,997165131;0,998567335;70,647;0,997542998;0,999174236;70,885;1,001530222;1;70,57;1,000759301;1,001530222;70,911;1,000796813;1,001605136;70,161;0,998385795;0,998340249
71,255;0,997873848;0,998567335;71,167;0,998361998;0,999174236;71,387;1,000765111;1,000773395;71,08;1,000759301;1,001530222;71,43;1,000796813;1,001605136;70,676;0,999192897;0,997510373
71,772;0,997873848;0,998567335;71,68;0,998361998;0,998348472;71,899;0,996939556;1,000773395;71,58;1,000759301;1,001530222;71,937;1,000796813;1,001605136;71,178;0,999192897;0,997510373
72,282;0,997873848;0,998567335;72,203;0,998361998;0,998348472;72,406;1,000765111;1,000773395;72,11;1,000759301;1,001530222;72,444;1,000796813;1,000802568;71,682;0,999192897;0,998340249
72,795;0,997873848;0,998567335;72,718;0,998361998;0,998348472;72,914;1,000765111;1,000773395;72,62;1,000759301;1,002295333;72,947;1,000796813;1,000802568;72,182;0,999192897;0,998340249
73,305;0,998582566;0,999283668;73,228;0,998361998;0,999174236;73,428;1,000765111;1,000773395;73,13;1,000759301;1,002295333;73,457;1,000796813;1,000802568;72,69;0,999192897;0,998340249
73,807;0,998582566;0,999283668;73,733;0,999180999;0,998348472;73,949;1,000765111;1,000773395;73,64;1,000759301;1,002295333;73,975;1,000796813;1,000802568;73,197;0,999192897;0,998340249
74,324;0,998582566;0,999283668;74,243;0,998361998;0,999174236;74,465;1,000765111;1,000773395;74,15;1,000759301;1,001530222;74,48;1,000796813;1,000802568;73,709;0,999192897;0,998340249
74,849;0,998582566;0,999283668;74,755;0,998361998;0,998348472;74,978;1,000765111;1,000773395;74,66;1,000759301;1,002295333;74,992;1,001593625;1,000802568;74,215;0,998385795;0,998340249
75,377;0,998582566;1;75,256;0,998361998;0,999174236;75,486;1,000765111;1,000773395;75,17;1;1,002295333;75,501;1,001593625;1,000802568;74,729;0,998385795;0,998340249
75,884;0,998582566;0,999283668;75,758;0,998361998;0,999174236;76,012;1,000765111;1,000773395;75,68;1;1,002295333;76,021;1,001593625;1,000802568;75,248;0,998385795;0,998340249
76,39;0,998582566;0,999283668;76,269;0,998361998;0,998348472;76,525;1,000765111;1,000773395;76,2;0,999240699;1,002295333;76,534;1,001593625;1,000802568;75,748;0,999192897;0,998340249
76,92;0,998582566;1;76,785;0,998361998;0,998348472;77,036;1;1,000773395;76,7;0,999240699;1,001530222;77,04;1,001593625;1,000802568;76,264;0,999192897;0,998340249
77,421;0,998582566;1;77,29;0,998361998;0,999174236;77,554;1,000765111;1,000773395;77,22;0,999240699;1,001530222;77,556;1,001593625;1,000802568;76,77;0,998385795;0,999170124
77,939;0,998582566;1;77,798;0,998361998;0,999174236;78,058;1,000765111;1,000773395;77,74;0,999240699;1,001530222;78,063;1,001593625;1,000802568;77,289;0,999192897;0,998340249
78,446;1,001417434;1;78,3;0,999180999;0,999174236;78,589;1,000765111;1,000773395;78,26;0,999240699;1,001530222;78,573;1,001593625;1,000802568;77,799;0,999192897;0,998340249
78,961;1,001417434;1;78,819;0,999180999;0,998348472;79,097;1;1,000773395;78,77;0,999240699;1,001530222;79,083;1,002390438;1,000802568;78,307;0,999192897;0,999170124
79,48;0,999291283;1;79,334;0,999180999;0,998348472;79,605;1;1,000773395;79,28;0,999240699;1,001530222;79,596;1,001593625;1,000802568;78,813;0,999192897;0,999170124
80,007;0,998582566;1;79,84;0,999180999;0,998348472;80,126;1,000765111;1,000773395;79,79;0,999240699;1,001530222;80,103;1,001593625;1,001605136;79,317;0,999192897;0,999170124
80,518;0,998582566;1;80,347;0,999180999;0,998348472;80,643;1,000765111;1,000773395;80,3;0,999240699;1,001530222;80,605;1,001593625;1,001605136;79,845;0,999192897;0,999170124
81,027;0,998582566;1;80,875;0,999180999;0,998348472;81,165;1,000765111;1,00154679;80,8;0,999240699;1,001530222;81,118;1,001593625;1,001605136;80,36;0,999192897;0,999170124
81,543;0,998582566;1;81,379;0,999180999;0,999174236;81,673;1,000765111;1,000773395;81,31;0,999240699;1,000765111;81,637;1,001593625;1,001605136;80,864;0,999192897;0,999170124
82,056;0,998582566;1;81,886;0,999180999;0,999174236;82,186;1,000765111;1,000773395;81,83;0,999240699;1,000765111;82,14;1,001593625;1,001605136;81,371;0,999192897;0,999170124
82,578;0,998582566;1;82,414;0,999180999;0,999174236;82,688;1,000765111;1,000773395;82,33;0,999240699;1,000765111;82,659;1,001593625;1,001605136;81,884;0,999192897;0,999170124
83,092;0,998582566;1;82,933;0,999180999;0,999174236;83,206;1,000765111;1,00154679;82,84;0,999240699;1,000765111;83,178;1,001593625;1,001605136;82,395;0,999192897;0,999170124
83,61;0,998582566;1;83,45;0,999180999;0,998348472;83,712;1,000765111;1,00154679;83,35;0,999240699;1,000765111;83,679;1,000796813;1,001605136;82,901;0,999192897;0,999170124
84,127;0,998582566;1,000716332;83,952;0,999180999;0,999174236;84,222;1,000765111;1,000773395;83,88;0,999240699;1,000765111;84,193;1,000796813;1,001605136;83,408;0,999192897;0,999170124
84,631;0,998582566;1,000716332;84,455;0,999180999;0,999174236;84,73;1,000765111;1,000773395;84,39;1;1,000765111;84,728;1,000796813;1,001605136;83,924;0,999192897;0,999170124
85,148;0,998582566;1,000716332;84,971;0,998361998;0,999174236;85,236;1,000765111;1,000773395;84,9;1;1,000765111;85,229;1,000796813;1,001605136;84,44;0,998385795;0,999170124
