Cas1;Standardized 11;Standardized 21;Cas2;Standardized 12;Standardized 22;Cas3;Standardized 13;Standardized 23;Cas4;Standardized 14;Standardized 24;Cas5;Standardized 15;Standardized 25;Cas6;Standardized 16;Standardized 26
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,517;0,684931507;0;0,505;0,007541478;0;0,52;0,002262443;0;0,53;0;0;0,53;0;0;0,51;0;0
1,028;4,592645999;0,613997114;1,021;0,285822021;0,17989418;1,027;0,0173454;0,232980333;1,04;0,072542902;0;1,04;0,003563792;0,005003574;1,03;0,299846626;0,606153846
1,538;0,725306417;1,419191919;1,526;0,037707391;1,110355253;1,539;0,008295626;2,52193646;1,55;0,217628705;0,189358372;1,56;0,00427655;3,05003574;1,55;0,338957055;2,656153846
2,047;0,125450613;0,30952381;2,033;0,006033183;0,495086924;2,042;0,002262443;0,62934947;2,06;0,014820593;0,029733959;2,08;0,001425517;1,272337384;2,06;0,069018405;0,331538462
2,557;0,140591204;0,551226551;2,538;0,00678733;0,900226757;2,549;0,049019608;0,186081694;2,57;0,003900156;0,111111111;2,59;0,001425517;1,067190851;2,56;0,139570552;0,464615385
3,066;0,142033165;0,996392496;3,055;0,056561086;0,989417989;3,063;0,16214178;0,437972769;3,08;0,023400936;0,457746479;3,1;0,044903778;0,385989993;3,08;0,075920245;0,651538462
3,573;0,133381399;1,407647908;3,565;0,773001508;1,306878307;3,585;0,312217195;1,054462935;3,6;0,256630265;0,72456964;3,61;0,188168211;1,258041458;3,59;2,151840491;0,844615385
4,085;0,873828407;1,212842713;4,08;2,365007541;1,092214664;4,095;1,368778281;1,584720121;4,11;1,194227769;0,942097027;4,12;0,724875267;1,950679056;4,09;1,844325153;1,426923077
4,596;0,677000721;1,04978355;4,592;1,417797888;0,916855631;4,61;0,812971342;1,460665658;4,62;1,369734789;1,193270736;4,64;1,155381326;1,84417441;4,61;0,988496933;1,252307692
5,105;0,612112473;1,075757576;5,097;1,138763198;0,987150416;5,124;0,838612368;1,126323752;5,14;1,775351014;1,216744914;5,15;0,676407698;1,523230879;5,12;0,829754601;0,994615385
5,62;0,421773612;0,911976912;5,611;1,045248869;0,9425548;5,63;0,773001508;0,897125567;5,66;0,990639626;1,023474178;5,67;0,915181753;1,078627591;5,64;0,812116564;0,913076923
6,13;0,577505407;1,174603175;6,121;0,733785822;1,072562358;6,143;0,865761689;0,905446293;6,17;0,880655226;1,024256651;6,17;1,010691376;0,927805575;6,14;0,751533742;0,912307692
6,661;0,7296323;1,020923521;6,633;0,77224736;1,080120937;6,653;0,945701357;1,074130106;6,68;0,5975039;0,989045383;6,69;1,007840342;0,869907076;6,67;0,760736196;0,946153846
7,166;0,895457823;1,096681097;7,139;0,926093514;1,044595616;7,162;1,082956259;1,158093797;7,19;1,005460218;0,978090767;7,2;1,160370634;0,957112223;7,18;0,98006135;1,077692308
7,677;0,870944484;1,06998557;7,65;0,917043741;0,984882842;7,672;0,996983409;1,102874433;7,7;0,921216849;1,0657277;7,7;1,112615823;1,102930665;7,69;1,108895706;0,972307692
8,187;1,006488825;1,031746032;8,158;0,979638009;0,987150416;8,178;0,981900452;0,998487141;8,21;1,063182527;1,023474178;8,22;1,089094797;0,961401001;8,19;1,15797546;0,896923077
8,708;0,998558039;1,051948052;8,665;0,984917044;1,009826153;8,689;0,904977376;0,964447806;8,72;1,033541342;0,990610329;8,73;0,980042766;0,904932094;8,7;1,134969325;0,976923077
9,224;0,919971161;1,043290043;9,177;1,024886878;1,027210884;9,211;0,892156863;0,997730711;9,23;1,03900156;0,976525822;9,23;0,983606557;0,939957112;9,22;1,068251534;0,967692308
9,736;0,90483057;1,032467532;9,686;1,0173454;1,009826153;9,741;1,023378582;1,018154312;9,73;1,022620905;0,972613459;9,74;1,027797577;0,9807005;9,72;1,000766871;1,006153846
10,248;1,031723143;1,049062049;10,203;0,981146305;1,002267574;10,256;1,04826546;1,023449319;10,26;0,989079563;0,98513302;10,25;1,046329294;1,014295926;10,23;1,021472393;0,990769231
10,761;1,048305696;1,012987013;10,711;0,985671192;0,994708995;10,769;1,067119155;1,016641452;10,78;0,984399376;0,987480438;10,77;1,015680684;0,992137241;10,75;1,016871166;0,977692308
11,275;1,002162942;0,989177489;11,226;0,981146305;0,990929705;11,286;1,02413273;0,987897126;11,29;0,984399376;0,975743349;11,28;1,028510335;0,979985704;11,27;1,036809816;0,973076923
11,786;0,964671954;1,026695527;11,745;1,009803922;1,006802721;11,795;0,992458522;0,989409985;11,81;0,992979719;0,978873239;11,79;1,005702067;0,982844889;11,78;1,01303681;1,000769231
12,301;1,012256669;1,011544012;12,26;1;1,006802721;12,308;0,990196078;0,998487141;12,31;0,990639626;0,974960876;12,31;0,999287242;0,992137241;12,29;0,997699387;0,994615385
12,817;1,011535689;1,012987013;12,781;1,000754148;1,003023432;12,823;0,993966817;1,002269289;12,82;0,999219969;0,98200313;12,82;1,002851033;1,005003574;12,8;1,004601227;0,993846154
13,336;0,999279019;1,011544012;13,297;0,998491704;0,999244142;13,347;0,996229261;1,00075643;13,33;0,989079563;0,98200313;13,33;1,006414825;1,00571837;13,31;0,996165644;1,003076923
13,854;1,001441961;0,999278499;13,812;0,991704374;0,998488284;13,855;1,003770739;0,997730711;13,85;0,985179407;0,979655712;13,84;0,999287242;0,99428163;13,82;0,99309816;0,998461538
14,362;1,007209805;1,000721501;14,321;0,992458522;1,000755858;14,37;0,996983409;0,996974281;14,36;0,983619345;0,978873239;14,36;0,993585175;0,992137241;14,34;0,996932515;1,001538462
14,875;1,011535689;1,005772006;14,837;0,992458522;1,002267574;14,884;1,001508296;0,998487141;14,87;0,982839314;0,980438185;14,87;0,999287242;0,993566833;14,85;1,002300613;0,996923077
15,383;1,010814708;1,006493506;15,356;0,998491704;1,001511716;15,394;1,000754148;1,00075643;15,37;0,979719189;0,981220657;15,38;0,998574483;0,996426019;15,37;0,987730061;1
15,897;1,008651766;1,002886003;15,865;1;1;15,909;0,999245852;1,001512859;15,88;0,982059282;0,98200313;15,89;1;0,998570407;15,87;0,99309816;1,003076923
16,41;1,006488825;1;16,377;1;0,999244142;16,437;0,999245852;1,00075643;16,4;0,981279251;0,98200313;16,39;0,99572345;1;16,38;0,995398773;1,000769231
16,92;1,002883922;1;16,888;0,998491704;0,999244142;16,95;0,998491704;0,99924357;16,92;0,98049922;0,982785603;16,9;0,997148967;0,997855611;16,89;0,995398773;1,002307692
17,434;1,004325883;1,002886003;17,402;1,000754148;1;17,46;0,998491704;1;17,42;0,981279251;0,983568075;17,41;0,997148967;0,997855611;17,4;0,994631902;1,003076923
17,952;1,007930786;1,003607504;17,908;1,000754148;1,000755858;17,972;0,998491704;1,00075643;17,94;0,982059282;0,982785603;17,92;0,997148967;0,997855611;17,92;0,994631902;1,003846154
18,462;1,006488825;1,002886003;18,429;0,999245852;1;18,491;0,999245852;1,001512859;18,45;0,981279251;0,982785603;18,45;0,997861725;0,997855611;18,44;0,995398773;1,002307692
18,97;1,002162942;1,001443001;18,941;1;1;19,009;1;1,00075643;18,96;0,98049922;0,982785603;18,96;0,997861725;0,998570407;18,95;0,997699387;1,003076923
19,486;1,003604903;1,001443001;19,449;0,999245852;1;19,519;1;1;19,47;0,981279251;0,982785603;19,46;0,998574483;0,997855611;19,48;0,999233129;1,003076923
20,007;1,002883922;1,002164502;19,957;0,999245852;0,999244142;20,026;1;1;19,98;0,982059282;0,982785603;19,98;0,997861725;0,997855611;19,99;1,000766871;1,003076923
20,524;1,002883922;1,002164502;20,47;1,000754148;1;20,532;1;1,00075643;20,49;0,981279251;0,982785603;20,49;0,997148967;0,998570407;20,5;0,999233129;1,002307692
21,036;1,002883922;1,002164502;20,974;1,000754148;1;21,039;1;1,00075643;21,01;0,981279251;0,982785603;21;0,997148967;0,998570407;21,02;0,999233129;1,002307692
21,542;1,003604903;1,002164502;21,485;1,000754148;1;21,559;1;1,00075643;21,52;0,981279251;0,982785603;21,51;0,997148967;0,998570407;21,53;1;1,002307692
22,057;1,003604903;1,001443001;21,994;1;1;22,065;0,999245852;1,00075643;22,04;0,982059282;0,982785603;22,02;0,997861725;0,998570407;22,04;1,000766871;1,002307692
22,568;1,003604903;1,002164502;22,499;1;1;22,575;1;1,00075643;22,54;0,982059282;0,982785603;22,53;0,997148967;0,998570407;22,55;1;1,002307692
23,087;1,002883922;1,002164502;23,013;1;1,000755858;23,081;1,000754148;1,00075643;23,05;0,982059282;0,982785603;23,04;0,997861725;0,998570407;23,06;1,001533742;1,003076923
23,604;1,002883922;1,002164502;23,533;1;1,000755858;23,583;1,000754148;1,00075643;23,58;0,982059282;0,982785603;23,55;0,997861725;0,999285204;23,57;1,001533742;1,003076923
24,113;1,002883922;1,001443001;24,056;1,000754148;1,000755858;24,089;1,000754148;1,00075643;24,11;0,982059282;0,982785603;24,06;0,997861725;0,999285204;24,08;1,000766871;1,003076923
24,63;1,002883922;1,001443001;24,567;1,000754148;1,000755858;24,596;1,000754148;1;24,63;0,982059282;0,982785603;24,57;0,997861725;0,999285204;24,61;1,000766871;1,002307692
25,147;1,002883922;1,001443001;25,078;1,000754148;1,000755858;25,103;1,000754148;1;25,13;0,982059282;0,982785603;25,1;0,998574483;0,999285204;25,12;1,001533742;1,002307692
25,657;1,002883922;1,001443001;25,588;1,000754148;1,000755858;25,616;1,000754148;1;25,65;0,982059282;0,982785603;25,61;0,998574483;0,999285204;25,63;1,001533742;1,002307692
26,164;1,002883922;1,001443001;26,097;1,000754148;1,000755858;26,123;1,000754148;1;26,16;0,982059282;0,982785603;26,11;0,998574483;0,999285204;26,14;1,001533742;1,003076923
26,674;1,002883922;1,001443001;26,617;1,000754148;1,000755858;26,631;1,000754148;1;26,67;0,982059282;0,982785603;26,63;0,998574483;0,999285204;26,65;1,001533742;1,002307692
27,195;1,002883922;1,001443001;27,144;1,000754148;1,000755858;27,15;1,000754148;1;27,18;0,982059282;0,98200313;27,15;0,998574483;0,999285204;27,16;1,002300613;1,002307692
27,711;1,002883922;1,001443001;27,655;1,001508296;1,000755858;27,664;1,000754148;1;27,69;0,982059282;0,98200313;27,66;0,998574483;0,999285204;27,66;1,002300613;1,002307692
28,227;1,002162942;1,001443001;28,173;1,001508296;1,000755858;28,172;1,000754148;1;28,2;0,982059282;0,98200313;28,18;0,998574483;0,999285204;28,17;1,001533742;1,002307692
28,738;1,002883922;1,001443001;28,681;1,001508296;1;28,687;1,000754148;1;28,72;0,982059282;0,98200313;28,69;0,998574483;0,999285204;28,68;1,001533742;1,003076923
29,251;1,002162942;1,000721501;29,192;1,001508296;1;29,191;1,000754148;1;29,24;0,983619345;0,98200313;29,21;0,998574483;0,999285204;29,2;1,002300613;1,002307692
29,759;1,002883922;1,000721501;29,703;1,001508296;1;29,712;1,000754148;1;29,75;0,987519501;0,98513302;29,75;0,999287242;0,999285204;29,71;1,002300613;1,002307692
30,277;1,002883922;1,000721501;30,218;1,001508296;1;30,219;1,000754148;1;30,26;0,987519501;0,991392801;30,26;0,999287242;0,999285204;30,22;1,002300613;1,002307692
30,788;1,002883922;1,000721501;30,73;1,001508296;1;30,729;1,000754148;0,99924357;30,76;1,018720749;0,989045383;30,77;0,999287242;0,999285204;30,73;1,002300613;1,002307692
31,291;1,002162942;1,000721501;31,25;1,001508296;1;31,235;1,000754148;0,99924357;31,28;1,003900156;0,990610329;31,28;0,999287242;0,999285204;31,25;1,002300613;1,002307692
31,794;1,002162942;1,000721501;31,769;1,001508296;1;31,752;1,000754148;0,99924357;31,78;1,000780031;0,993740219;31,79;0,999287242;0,999285204;31,79;1,002300613;1,002307692
32,299;1,002162942;1,000721501;32,282;1,000754148;1;32,269;1,000754148;0,99924357;32,29;1,003120125;0,99687011;32,31;0,999287242;0,999285204;32,29;1,002300613;1,002307692
32,815;1,002162942;1,000721501;32,797;1,000754148;1;32,788;1,000754148;0,99924357;32,79;0,992979719;1,000782473;32,83;0,999287242;0,999285204;32,8;1,002300613;1,002307692
33,326;1,002162942;1,000721501;33,313;1,000754148;1;33,292;1,000754148;0,99924357;33,3;0,992199688;1;33,35;0,999287242;0,999285204;33,32;1,002300613;1,002307692
33,835;1,002162942;1,000721501;33,829;1,000754148;1;33,797;1,000754148;0,99924357;33,81;0,992199688;0,998435055;33,86;1;0,999285204;33,82;1,002300613;1,002307692
34,342;1,002162942;1,000721501;34,342;1,000754148;1;34,31;1,000754148;0,99924357;34,32;0,992199688;0,99687011;34,38;1;0,999285204;34,33;1,002300613;1,001538462
34,852;1,002162942;1,000721501;34,851;1,000754148;1;34,818;1,000754148;0,99924357;34,84;0,994539782;0,99687011;34,89;1;0,999285204;34,83;1,002300613;1,001538462
35,363;1,002162942;1,000721501;35,358;1,000754148;1;35,351;1,000754148;0,99924357;35,35;0,996879875;0,99687011;35,4;1;0,999285204;35,35;1,002300613;1,001538462
35,867;1,002162942;1,000721501;35,866;1,000754148;1;35,863;1,000754148;0,99924357;35,86;0,997659906;0,997652582;35,92;1;0,998570407;35,85;1,002300613;1,001538462
36,39;1,002162942;1,000721501;36,375;1,000754148;1;36,375;1,000754148;0,99924357;36,38;0,997659906;0,998435055;36,43;0,999287242;0,998570407;36,36;1,002300613;1,001538462
36,899;1,001441961;1,000721501;36,883;1,000754148;1;36,882;1,000754148;0,99924357;36,9;0,996879875;0,997652582;36,93;1;0,998570407;36,87;1,002300613;1,001538462
37,414;1,001441961;1,000721501;37,4;1,000754148;1,000755858;37,392;1,000754148;0,99924357;37,41;0,996879875;0,997652582;37,44;1;0,998570407;37,38;1,002300613;1,001538462
37,924;1,001441961;1,000721501;37,915;1,000754148;1,000755858;37,899;1,000754148;0,99924357;37,92;0,996879875;0,998435055;37,95;1;0,998570407;37,89;1,002300613;1,001538462
38,433;1,001441961;1,000721501;38,432;1,000754148;1,000755858;38,411;1;0,99924357;38,42;0,996879875;0,998435055;38,46;0,999287242;0,998570407;38,39;1,002300613;1,001538462
38,949;1,001441961;1,000721501;38,946;1,000754148;1,000755858;38,922;1,000754148;0,99924357;38,94;0,997659906;0,998435055;38,96;0,999287242;0,998570407;38,91;1,001533742;1,001538462
39,456;1,001441961;1,001443001;39,456;1,000754148;1,000755858;39,434;1;0,99924357;39,45;0,997659906;0,998435055;39,47;0,999287242;0,998570407;39,42;1,001533742;1,001538462
39,967;1,001441961;1,001443001;39,966;1,000754148;1,000755858;39,947;1;0,99924357;39,97;0,997659906;0,998435055;39,98;0,999287242;0,998570407;39,93;1,001533742;1,001538462
40,481;1,001441961;1,001443001;40,477;1,000754148;1,000755858;40,464;1;0,99924357;40,48;0,997659906;0,998435055;40,5;0,999287242;0,998570407;40,45;1,001533742;1,001538462
40,995;1,001441961;1,001443001;40,992;1,000754148;1,000755858;40,975;1;0,99924357;40,99;0,997659906;0,999217527;41,02;0,999287242;0,998570407;40,97;1,001533742;1,001538462
41,506;1,001441961;1,001443001;41,506;1,000754148;1;41,488;1;0,99924357;41,5;0,997659906;0,999217527;41,53;0,999287242;0,998570407;41,48;1,001533742;1,001538462
42,022;1,001441961;1,001443001;42,014;1,001508296;1;41,997;1;0,99924357;42,01;0,997659906;0,999217527;42,04;0,999287242;0,998570407;41,99;1,001533742;1,001538462
42,524;1,001441961;1,001443001;42,525;1,001508296;1;42,51;1;0,99924357;42,51;0,998439938;0,999217527;42,55;0,999287242;0,998570407;42,49;1,001533742;1,001538462
43,03;1,001441961;1,001443001;43,03;1,001508296;1;43,019;1;0,99924357;43,03;0,998439938;0,999217527;43,07;0,999287242;0,998570407;43,02;1,000766871;1,001538462
